date,0
2020-01-02,11724.386390971875
2020-01-03,16519.713932658346
2020-01-07,1889.9863923588205
2020-01-08,2758.462212489507
2020-01-09,287.32448701627476
2020-01-10,376.4075430842758
2020-01-13,506.48708477590793
2020-01-14,686.9997882093224
2020-01-15,933.765510807621
2020-01-16,933.765510807621
2020-01-17,933.765510807621
2020-01-20,933.765510807621
2020-01-21,933.765510807621
2020-01-22,933.765510807621
2020-01-23,1108.2687592934435
2020-01-24,1108.2687592934435
2020-01-27,1329.2255626353633
2020-01-28,1550.6824549185449
2020-01-29,1760.1451740328864
2020-01-30,2099.5401927091534
2020-01-31,2621.9901417346323
2020-02-03,3309.3546833644273
2020-02-04,3309.3546833644273
2020-02-05,3309.3546833644273
2020-02-06,3309.3546833644273
2020-02-07,3309.3546833644273
2020-02-10,3309.3546833644273
2020-02-11,3309.3546833644273
2020-02-12,3309.3546833644273
2020-02-13,3309.3546833644273
2020-02-14,3309.3546833644273
2020-02-17,3309.3546833644273
2020-02-18,3309.3546833644273
2020-02-19,3309.3546833644273
2020-02-20,3309.3546833644273
2020-02-21,3309.3546833644273
2020-02-24,3309.3546833644273
2020-02-25,3309.3546833644273
2020-02-26,3309.3546833644273
2020-02-27,3309.3546833644273
2020-02-28,3309.3546833644273
2020-03-02,3309.3546833644273
2020-03-03,3309.3546833644273
2020-03-04,3309.3546833644273
2020-03-05,3309.3546833644273
2020-03-06,3309.3546833644273
2020-03-09,3309.3546833644273
2020-03-10,3309.3546833644273
2020-03-11,3309.3546833644273
2020-03-12,16175.142853385505
2020-03-13,68906.72308379627
2020-03-16,273893.98979227524
2020-03-17,706876.7165238748
2020-03-18,1941869.275068452
2020-03-19,7594575.280660345
2020-03-20,29154937.414574686
2020-03-23,110089508.63224022
2020-03-24,431807284.9997799
2020-03-25,1714144261.8467984
2020-03-26,6728370818.997345
2020-03-27,26229071327.06726
2020-03-30,103175035612.06303
2020-03-31,376010184576.59424
2020-04-01,1420843414082.2065
2020-04-02,5426338816246.155
2020-04-03,20671652728578.77
2020-04-06,78679223228470.19
2020-04-07,306672161895521.25
2020-04-08,1185396058413169.0
2020-04-09,4527840969091704.0
2020-04-14,1.8079980229002964e+16
2020-04-15,7.040669041614475e+16
2020-04-16,2.7466093359525088e+17
2020-04-17,1.0886587967672598e+18
2020-04-20,4.356981842582961e+18
2020-04-21,1.7437650347220828e+19
2020-04-22,7.179382395463509e+19
2020-04-23,2.8835948632652736e+20
2020-04-24,1.1382487885364754e+21
2020-04-27,4.4784483534560454e+21
2020-04-28,1.7719054929840627e+22
2020-04-29,7.031835570536326e+22
2020-04-30,2.7357662295734553e+23
2020-05-04,1.0836739599421631e+24
2020-05-05,4.2662567253930695e+24
2020-05-06,1.6574799889576965e+25
2020-05-07,6.293452420060237e+25
2020-05-08,2.369050092272484e+26
2020-05-11,8.880293449021938e+26
2020-05-12,3.251642836173892e+27
2020-05-13,1.200635132635675e+28
2020-05-14,3.2287853907781374e+28
2020-05-15,8.743236874393138e+28
2020-05-18,3.1816748590542606e+29
2020-05-19,1.1704270526726825e+30
2020-05-20,4.3094439328905227e+30
2020-05-22,1.6414757347090592e+31
2020-05-25,6.294831953288298e+31
2020-05-26,2.4647038347351206e+32
2020-05-27,9.58077372249311e+32
2020-05-28,3.8364983015451193e+33
2020-05-29,6.187877959801162e+33
2020-06-01,2.2749155659819647e+34
2020-06-02,3.3900137981873433e+34
2020-06-03,4.820699165683181e+34
2020-06-04,7.823650125617618e+34
2020-06-05,1.0031320943468827e+35
2020-06-08,2.4299203705322237e+35
2020-06-09,8.092906010887628e+35
2020-06-10,2.4025278807304122e+36
2020-06-11,8.099766562942921e+36
2020-06-12,2.828959098972414e+37
2020-06-15,9.866472434737336e+37
2020-06-16,3.4884646342396464e+38
2020-06-17,1.2391171430705085e+39
2020-06-18,4.316417932719183e+39
2020-06-22,1.5117439606935264e+40
2020-06-23,5.344183494677389e+40
2020-06-24,1.8694009976194534e+41
2020-06-25,6.537236793717151e+41
2020-06-26,2.3083531035649293e+42
2020-06-29,8.023450287634085e+42
2020-06-30,2.772427260174245e+43
2020-07-01,9.606166643291095e+43
