date,action,ticker,price,shares,fee,cash_after,reason
2020-03-09,SELL,EMBRAC-B.ST,257.1000061035156,135,69.0,34859.95522689819,REBALANCE_OUT
2020-03-09,BUY,CEVI.ST,266.218017578125,32,69.0,26271.978664398193,REBALANCE_IN
2020-03-09,BUY,EQT.ST,124.05813598632812,70,69.0,17518.909145355225,REBALANCE_IN
2020-03-09,BUY,LUND-B.ST,382.37506103515625,22,69.0,9037.657802581787,REBALANCE_IN
2020-03-09,BUY,PCELL.ST,183.0,47,69.0,367.6578025817871,REBALANCE_IN
2020-03-10,SELL,SWED-A.ST,134.0,371,69.0,50012.65780258179,STOP_LOSS
2020-03-12,SELL,EQT.ST,106.0999984741211,70,69.0,57370.657695770264,STOP_LOSS
2020-03-13,SELL,AZN.ST,790.0,45,69.0,92851.65769577026,STOP_LOSS
2020-03-13,SELL,CEVI.ST,226.0,32,69.0,100014.65769577026,STOP_LOSS
2020-03-13,SELL,LUND-B.ST,347.20001220703125,22,69.0,107584.05796432495,STOP_LOSS
2020-03-13,SELL,PCELL.ST,154.60000610351562,47,69.0,114781.25825119019,STOP_LOSS
2020-03-16,BUY,EMBRAC-B.ST,224.39999389648438,127,69.0,86213.45902633667,REBALANCE_IN
2020-03-16,BUY,EQT.ST,92.06072998046875,311,69.0,57513.57200241089,REBALANCE_IN
2020-03-16,BUY,G5EN.ST,56.53882598876953,507,69.0,28779.387226104736,REBALANCE_IN
2020-03-16,BUY,PCELL.ST,155.60000610351562,184,69.0,79.98610305786133,REBALANCE_IN
2020-03-19,SELL,EQT.ST,79.9000015258789,311,69.0,24859.8865776062,STOP_LOSS
2020-03-23,BUY,EQT.ST,90.12320709228516,275,69.0,7.004627227783203,REBALANCE_IN
2020-03-30,SELL,EMBRAC-B.ST,280.5,127,69.0,35561.50462722778,REBALANCE_OUT
2020-03-30,BUY,NOTE.ST,24.25392723083496,1463,69.0,9.009088516235352,REBALANCE_IN
2020-04-06,SELL,G5EN.ST,121.4000015258789,507,69.0,61489.80986213684,REBALANCE_OUT
2020-04-06,SELL,EQT.ST,117.75,275,69.0,93802.05986213684,REBALANCE_OUT
2020-04-06,BUY,MEKO.ST,35.8636474609375,1307,69.0,46859.27263069153,REBALANCE_IN
2020-04-06,BUY,NEWA-B.ST,11.57031536102295,4043,69.0,11.487626075744629,REBALANCE_IN
2020-04-15,SELL,NOTE.ST,33.349998474121094,1463,69.0,48733.535393714905,REBALANCE_OUT
2020-04-15,SELL,PCELL.ST,277.0,184,69.0,99632.5353937149,REBALANCE_OUT
2020-04-15,BUY,RATO-B.ST,18.169105529785156,2741,69.0,49762.01713657379,REBALANCE_IN
2020-04-15,BUY,SINT.ST,108.62068176269531,457,69.0,53.36557102203369,REBALANCE_IN
2020-04-22,SELL,RATO-B.ST,21.700000762939453,2741,69.0,59464.067662239075,REBALANCE_OUT
2020-04-22,SELL,MEKO.ST,44.86000061035156,1307,69.0,118027.08845996857,REBALANCE_OUT
2020-04-22,SELL,SINT.ST,127.4000015258789,457,69.0,176179.88915729523,REBALANCE_OUT
2020-04-22,BUY,EQT.ST,118.17972564697266,496,69.0,117493.74523639679,REBALANCE_IN
2020-04-22,BUY,NOTE.ST,34.271854400634766,1713,69.0,58717.058648109436,REBALANCE_IN
2020-04-22,BUY,PCELL.ST,269.0,218,69.0,6.058648109436035,REBALANCE_IN
2020-04-29,SELL,PCELL.ST,254.0,218,69.0,55309.058648109436,STOP_LOSS
2020-04-29,SELL,NOTE.ST,37.04999923706055,1713,69.0,118706.70734119415,REBALANCE_OUT
2020-04-29,SELL,EQT.ST,128.0,496,69.0,182125.70734119415,REBALANCE_OUT
2020-04-29,BUY,BEIJ-B.ST,60.57810592651367,1002,69.0,121357.44520282745,REBALANCE_IN
2020-04-29,BUY,RATO-B.ST,20.272720336914062,2994,69.0,60591.92051410675,REBALANCE_IN
2020-04-29,BUY,SINT.ST,102.94645690917969,587,69.0,93.35030841827393,REBALANCE_IN
2020-05-05,SELL,BEIJ-B.ST,59.97590255737305,1002,69.0,60120.20467090607,STOP_LOSS
2020-05-05,SELL,RATO-B.ST,22.399999618530273,2994,69.0,127116.8035287857,STOP_LOSS
2020-05-05,SELL,SINT.ST,119.0,587,69.0,196900.8035287857,STOP_LOSS
2020-05-07,BUY,MEKO.ST,45.460968017578125,1443,69.0,131231.62667942047,REBALANCE_IN
2020-05-07,BUY,RATO-B.ST,19.89949607849121,3298,69.0,65534.08861255646,REBALANCE_IN
2020-05-07,BUY,SINT.ST,97.59648895263672,670,69.0,75.44101428985596,REBALANCE_IN
2020-05-14,SELL,MEKO.ST,47.36000061035156,1443,69.0,68346.92189502716,STOP_LOSS
2020-05-14,SELL,RATO-B.ST,21.780000686645508,3298,69.0,140108.36415958405,STOP_LOSS
2020-05-14,SELL,SINT.ST,117.80000305175781,670,69.0,218965.36620426178,REBALANCE_OUT
2020-05-18,SELL,NEWA-B.ST,12.875,4043,69.0,270949.9912042618,STOP_LOSS
2020-05-22,BUY,ELAN-B.ST,39.541748046875,1713,69.0,203145.9767999649,REBALANCE_IN
2020-05-22,BUY,HM-B.ST,105.65856170654297,641,69.0,135349.83874607086,REBALANCE_IN
2020-05-22,BUY,NEWA-B.ST,11.291769027709961,5998,69.0,67552.80811786652,REBALANCE_IN
2020-05-22,BUY,RATO-B.ST,18.796796798706055,3590,69.0,3.307610511779785,REBALANCE_IN
2020-05-29,SELL,RATO-B.ST,24.200000762939453,3590,69.0,86812.31034946442,REBALANCE_OUT
2020-05-29,SELL,HM-B.ST,144.8000030517578,641,69.0,179560.11230564117,REBALANCE_OUT
2020-05-29,BUY,MEKO.ST,56.375205993652344,1592,69.0,89741.78436374664,REBALANCE_IN
2020-05-29,BUY,SINT.ST,108.78279876708984,824,69.0,35.758179664611816,REBALANCE_IN
2020-06-05,SELL,SINT.ST,134.0,824,76.18704,110375.57113966461,REBALANCE_OUT
2020-06-05,SELL,MEKO.ST,72.80000305175781,1592,79.96934735229492,226193.20665071075,REBALANCE_OUT
2020-06-05,BUY,EQT.ST,171.36766052246094,659,77.92258891616821,113183.99577749282,REBALANCE_IN
2020-06-05,BUY,G5EN.ST,154.90199279785156,730,78.02413377227782,27.516901288894587,REBALANCE_IN
2020-06-10,SELL,EQT.ST,166.6999969482422,659,75.8001556123352,109807.01473456816,STOP_LOSS
2020-06-12,SELL,ELAN-B.ST,53.29999923706055,1713,69.0,201040.91342765288,REBALANCE_OUT
2020-06-12,BUY,EQT.ST,143.18963623046875,702,69.35819599731445,100452.4305978665,REBALANCE_IN
2020-06-12,BUY,NOTE.ST,42.851802825927734,2342,69.2476563306427,24.260723213112215,REBALANCE_IN
2020-07-06,SELL,NOTE.ST,55.79999923706055,2342,90.1716827671051,130617.68725364181,REBALANCE_OUT
2020-07-06,BUY,RATO-B.ST,22.715625762939453,5746,90.06155008735657,3.640069704357302,REBALANCE_IN
2020-07-13,SELL,G5EN.ST,196.89999389648438,730,99.17852692565917,143641.4570872123,REBALANCE_OUT
2020-07-13,BUY,NOTE.ST,61.83313751220703,2321,99.02515139442443,27.719769985356834,REBALANCE_IN
2020-07-27,SELL,RATO-B.ST,32.0,5746,126.87168,183772.84808998535,REBALANCE_OUT
2020-07-27,BUY,G5EN.ST,155.37127685546875,1181,126.61049979675292,152.75962388000335,REBALANCE_IN
2020-08-03,SELL,G5EN.ST,204.0,1181,166.23756,240910.52206388,REBALANCE_OUT
2020-08-03,BUY,MEKO.ST,67.28944396972656,3577,166.0790953450012,50.10188882309012,REBALANCE_IN
2020-08-10,SELL,NOTE.ST,67.69999694824219,2321,108.42086811264038,157073.37393758056,REBALANCE_OUT
2020-08-10,SELL,MEKO.ST,75.4000015258789,3577,186.0970057660675,426593.08238988335,REBALANCE_OUT
2020-08-10,BUY,G5EN.ST,230.62921142578125,924,147.0399600366211,213344.65107242487,REBALANCE_IN
2020-08-10,BUY,RATO-B.ST,27.346967697143555,7796,147.1059025151825,0.5850029785360675,REBALANCE_IN
2020-08-17,SELL,EQT.ST,208.0,702,100.75103999999999,145915.83396297853,REBALANCE_OUT
2020-08-17,BUY,NOTE.ST,67.77678680419922,2151,100.59362920692443,27.3719179390755,REBALANCE_IN
2020-08-24,SELL,NOTE.ST,72.5,2151,107.603775,155867.26814293908,REBALANCE_OUT
2020-08-24,BUY,SOBI.ST,184.2526092529297,845,107.42848382492065,66.3848403885786,REBALANCE_IN
2020-09-07,SELL,SOBI.ST,180.52743530273438,845,105.25652115325927,152506.81115004586,REBALANCE_OUT
2020-09-07,BUY,EQT.ST,158.33193969726562,962,105.09757493225098,86.38758634409169,REBALANCE_IN
2020-09-14,SELL,EQT.ST,169.4499969482422,962,112.47751897430419,162984.80713157877,REBALANCE_OUT
2020-09-14,BUY,BULTEN.ST,54.80662155151367,991,69.0,108602.44517402872,REBALANCE_IN
2020-09-14,BUY,ELAN-B.ST,55.2329216003418,983,69.0,54239.48324089273,REBALANCE_IN
2020-09-14,BUY,NOTE.ST,65.9553451538086,821,69.0,21.144869615876814,REBALANCE_IN
2020-09-21,SELL,NOTE.ST,64.19999694824219,821,69.0,52660.34236412271,STOP_LOSS
2020-09-21,SELL,ELAN-B.ST,69.0,983,69.0,120418.34236412271,REBALANCE_OUT
2020-09-21,SELL,BULTEN.ST,63.5,991,69.0,183277.8423641227,REBALANCE_OUT
2020-09-21,BUY,SHB-B.ST,67.53843688964844,2711,126.33672466140746,54.80323162439163,REBALANCE_IN
2020-09-28,SELL,SHB-B.ST,84.49980926513672,2711,158.0644982132721,228975.72165119677,REBALANCE_OUT
2020-09-28,BUY,PCELL.ST,228.1999969482422,1002,157.77291389007567,161.5517951680231,REBALANCE_IN
2020-10-12,SELL,PCELL.ST,240.8000030517578,1002,166.48430610992432,241276.67054691943,REBALANCE_OUT
2020-10-12,BUY,BEIJ-B.ST,88.81023406982422,2714,166.31137293319702,79.38390848328709,REBALANCE_IN
2020-10-19,SELL,G5EN.ST,440.3999938964844,924,280.7814201086426,406728.19684872625,REBALANCE_OUT
2020-10-19,SELL,RATO-B.ST,32.880001068115234,7796,176.8694169456482,662883.815758807,REBALANCE_OUT
2020-10-19,BUY,NOTE.ST,52.63006591796875,6297,228.67395230895994,331243.61672104883,REBALANCE_IN
2020-10-22,SELL,BEIJ-B.ST,83.08112335205078,2714,155.5826964564514,556570.2028020582,STOP_LOSS
2020-10-22,SELL,NOTE.ST,52.0,6297,225.93635999999998,883788.2664420581,STOP_LOSS
2020-10-26,BUY,AZN.ST,914.849609375,322,203.2612862109375,589003.4309370972,REBALANCE_IN
2020-10-26,BUY,BEIJ-B.ST,75.65098571777344,3894,203.26360748565673,294215.2289446017,REBALANCE_IN
2020-10-26,BUY,EQT.ST,161.0291748046875,1825,202.77598837280271,134.20893767423695,REBALANCE_IN
2020-10-29,SELL,BEIJ-B.ST,73.3750991821289,3894,197.14861898849486,285659.6965338957,STOP_LOSS
2020-11-02,SELL,AZN.ST,907.9000244140625,322,201.7172274243164,577801.7871677994,REBALANCE_OUT
2020-11-02,SELL,EQT.ST,169.0500030517578,1825,212.87621634292603,886105.1665209145,REBALANCE_OUT
2020-11-02,BUY,BEIJ-B.ST,73.52661895751953,6025,305.66853666114804,442801.6187651982,REBALANCE_IN
2020-11-09,BUY,EQT.ST,179.38925170898438,822,101.74599578430175,295241.90786462877,REBALANCE_IN
2020-11-09,BUY,NOTE.ST,56.560543060302734,2609,101.82085522258758,147573.63016507635,REBALANCE_IN
2020-11-16,SELL,EQT.ST,191.5,822,108.61497,304878.01519507635,REBALANCE_OUT
2020-11-23,BUY,SOBI.ST,146.52333068847656,2079,210.1891831059265,45.82151062763296,REBALANCE_IN
2020-12-07,SELL,SOBI.ST,159.41815185546875,2079,228.68693301818845,331247.47228512896,REBALANCE_OUT
2020-12-07,BUY,CLAS-B.ST,66.26715850830078,4995,228.39307515678405,14.622461009770632,REBALANCE_IN
2020-12-14,SELL,BEIJ-B.ST,108.9028091430664,6025,452.7362033100128,655701.3113446749,REBALANCE_OUT
2020-12-14,SELL,CLAS-B.ST,79.94999694824219,4995,275.5516619819641,1054775.9944391628,REBALANCE_OUT
2020-12-14,BUY,MEKO.ST,82.71370697021484,4250,242.557945690155,703000.1818700596,REBALANCE_IN
2020-12-14,BUY,SOBI.ST,165.72227478027344,2121,242.53289191818237,351260.7041691814,REBALANCE_IN
2020-12-21,SELL,NOTE.ST,58.599998474121094,2609,105.49230325309753,504042.60788491025,REBALANCE_OUT
2020-12-21,SELL,MEKO.ST,93.0,4250,272.72249999999997,899019.8853849103,REBALANCE_OUT
2020-12-22,SELL,SOBI.ST,156.55262756347656,2121,229.1132049128723,1230838.8952421313,STOP_LOSS
2020-12-30,BUY,SOBI.ST,158.6540069580078,3879,424.6390361631775,614995.3632158558,REBALANCE_IN
2021-01-11,SELL,SOBI.ST,156.50486755371094,3879,418.88684305618284,1221658.8576136443,REBALANCE_OUT
2021-01-11,BUY,ELAN-B.ST,108.12261962890625,5649,421.441428015747,610452.7379019372,REBALANCE_IN
2021-01-19,SELL,ELAN-B.ST,121.80000305175781,5649,474.7532698951721,1298026.201871422,STOP_LOSS
2021-01-25,BUY,CLAS-B.ST,61.95979690551758,6983,298.53903063594817,865062.4010495567,REBALANCE_IN
2021-01-25,BUY,ELAN-B.ST,100.92561340332031,4287,298.54099221542356,432095.75539730705,REBALANCE_IN
2021-01-25,BUY,RATO-B.ST,33.9619026184082,12714,297.9362246244049,6.189282240753528,REBALANCE_IN
2021-02-01,SELL,RATO-B.ST,38.560001373291016,12714,338.27378164741515,489919.7729606153,REBALANCE_OUT
2021-02-01,BUY,AZN.ST,847.1600952148438,577,337.2798487078857,771.1181729425443,REBALANCE_IN
2021-02-22,SELL,ELAN-B.ST,159.1999969482422,4287,470.9183669728088,682790.586723084,REBALANCE_OUT
2021-02-22,BUY,NIBE-B.ST,66.84626007080078,3404,157.00582180389404,455088.9116202742,REBALANCE_IN
2021-02-22,BUY,NOTE.ST,73.33697509765625,3103,157.01959727233887,227367.2582949745,REBALANCE_IN
2021-02-22,BUY,RATO-B.ST,36.72724914550781,6186,156.76438661773682,15.730694245459745,REBALANCE_IN
2021-03-01,SELL,RATO-B.ST,43.15999984741211,6186,184.221553748703,266819.26819658803,REBALANCE_OUT
2021-03-01,SELL,NOTE.ST,74.0,3103,158.43918,496282.82901658805,REBALANCE_OUT
2021-03-01,SELL,NEWA-B.ST,34.45000076293945,5998,142.57546215751648,702771.3581305414,REBALANCE_OUT
2021-03-01,SELL,NIBE-B.ST,67.0,3404,157.36692,930681.9912105415,REBALANCE_OUT
2021-03-03,SELL,AZN.ST,810.0,577,322.4853,1397729.5059105414,STOP_LOSS
2021-03-08,BUY,AZN.ST,823.6419067382812,339,192.65807840515137,1118322.241447859,REBALANCE_IN
2021-03-08,BUY,NEWA-B.ST,29.568578720092773,9454,192.8835268216324,838588.0147012803,REBALANCE_IN
2021-03-08,BUY,NIBE-B.ST,63.777042388916016,4383,192.87899598552704,558860.3589146759,REBALANCE_IN
2021-03-08,BUY,NOTE.ST,68.92716979980469,4055,192.8547747413635,279167.83060172654,REBALANCE_IN
2021-03-08,BUY,RATO-B.ST,40.183929443359375,6942,192.48021835510252,18.512187570682727,REBALANCE_IN
2021-03-15,SELL,AZN.ST,822.0,339,192.27401999999998,278484.2381675707,REBALANCE_OUT
2021-03-15,SELL,CLAS-B.ST,90.80000305175781,6983,437.49893070419307,912103.1605472913,REBALANCE_OUT
2021-03-15,SELL,NOTE.ST,72.30000305175781,4055,202.29179353866576,1205077.3811286306,REBALANCE_OUT
2021-03-15,BUY,HPOL-B.ST,80.65240478515625,14931,830.9125285345459,25.412752927979454,REBALANCE_IN
2021-03-22,SELL,HPOL-B.ST,93.0,14931,958.12227,1387650.290482928,REBALANCE_OUT
2021-03-22,BUY,NOTE.ST,77.84264373779297,17814,956.8153103260803,4.619627557927743,REBALANCE_IN
2021-03-30,SELL,NOTE.ST,76.19999694824219,17814,936.6244544888306,1356494.7408090555,STOP_LOSS
2021-04-07,BUY,NOTE.ST,75.73361206054688,17899,935.3335863674927,3.484950959449634,REBALANCE_IN
2021-04-28,SELL,NEWA-B.ST,46.70000076293945,9454,304.6362469768524,441200.6559168122,REBALANCE_OUT
2021-04-28,BUY,BEIJ-B.ST,118.13397216796875,1867,152.18372696594238,220492.3461522486,REBALANCE_IN
2021-04-28,BUY,HEXA-B.ST,119.37515258789062,1845,151.97053800201417,93.21908958838321,REBALANCE_IN
2021-05-05,SELL,HEXA-B.ST,115.54285430908203,1845,147.09183067817688,213122.69345916656,STOP_LOSS
2021-05-05,SELL,BEIJ-B.ST,117.66265106201172,1867,151.57655697761535,432647.28643496486,REBALANCE_OUT
2021-05-05,BUY,PCELL.ST,198.5,2178,298.30976999999996,15.976664964866359,REBALANCE_IN
2021-05-07,SELL,PCELL.ST,187.64999389648438,2178,282.0041638275146,408435.6592076803,STOP_LOSS
2021-05-12,SELL,NOTE.ST,80.19999694824219,17899,990.494824309845,1842944.9097599573,REBALANCE_OUT
2021-05-12,BUY,NEWA-B.ST,39.89615249633789,23096,635.7946612582397,920867.5770432792,REBALANCE_IN
2021-05-12,BUY,PCELL.ST,180.0,5112,634.9104,72.66664327913895,REBALANCE_IN
2021-05-20,SELL,NEWA-B.ST,51.70000076293945,23096,823.9036201583862,1193311.9806439704,REBALANCE_OUT
2021-05-20,BUY,NOTE.ST,85.03253936767578,14023,822.763796691513,77.91729436139576,REBALANCE_IN
2021-05-27,SELL,PCELL.ST,207.39999389648438,5112,731.5578504711914,1059575.1282427183,REBALANCE_OUT
2021-05-27,BUY,NEWA-B.ST,43.62437438964844,24271,730.5769616596984,37.360469901468605,REBALANCE_IN
2021-06-03,SELL,NOTE.ST,102.4000015258789,14023,990.8091027642059,1435001.7727645373,REBALANCE_OUT
2021-06-03,SELL,NIBE-B.ST,91.5,4383,276.720705,1835769.5520595373,REBALANCE_OUT
2021-06-03,BUY,PCELL.ST,193.85000610351562,4735,633.337047441101,917256.4361119497,REBALANCE_IN
2021-06-10,SELL,PCELL.ST,204.6999969482422,4735,668.7855950294494,1885842.136066847,REBALANCE_OUT
2021-06-17,BUY,PCELL.ST,193.1999969482422,4880,650.5430297241211,942375.607929701,REBALANCE_IN
2021-06-24,SELL,RATO-B.ST,50.5,6942,241.89399,1292704.713939701,REBALANCE_OUT
2021-06-24,SELL,PCELL.ST,198.60000610351562,4880,668.7259405517577,2261204.0177843054,REBALANCE_OUT
2021-06-24,BUY,NIBE-B.ST,87.4754409790039,8616,520.0449956378174,1506995.5733135699,REBALANCE_IN
2021-06-24,BUY,NOTE.ST,98.549560546875,7648,520.057856953125,752768.4763941168,REBALANCE_IN
2021-07-02,SELL,NOTE.ST,117.19999694824219,7648,618.4784478955078,1648495.5746063776,REBALANCE_OUT
2021-07-02,SELL,NIBE-B.ST,90.30000305175781,8616,536.8371301428223,2425983.56377018,REBALANCE_OUT
2021-07-02,BUY,RATO-B.ST,48.44579315185547,25038,836.9601805659485,1212160.834653457,REBALANCE_IN
2021-07-23,SELL,NEWA-B.ST,67.5,24271,1130.421825,2849322.9128284566,REBALANCE_OUT
2021-07-23,BUY,BULTEN.ST,80.96829223632812,17595,982.9996003097534,1423702.8113299536,REBALANCE_IN
2021-08-06,BUY,G5EN.ST,325.1034851074219,2189,491.0395549411011,711560.242874866,REBALANCE_IN
2021-08-13,SELL,G5EN.ST,443.6000061035156,2189,670.017885218811,1681930.6383502427,REBALANCE_OUT
2021-08-20,SELL,RATO-B.ST,55.0,25038,950.1921,3058070.4462502426,REBALANCE_OUT
2021-08-20,BUY,NEWA-B.ST,58.365806579589844,26197,1055.0162341262053,1528006.3950506013,REBALANCE_IN
2021-08-27,BUY,RATO-B.ST,49.76824951171875,15351,527.1547547955322,763486.8420414113,REBALANCE_IN
2021-09-16,SELL,BULTEN.ST,90.19999694824219,17595,1095.0775729499817,2349460.7107727826,STOP_LOSS
2021-09-17,BUY,BULTEN.ST,77.30772399902344,15195,810.5366976539611,1173959.3079099674,REBALANCE_IN
2021-09-21,SELL,RATO-B.ST,52.5,15351,556.089975,1979330.7179349675,STOP_LOSS
2021-09-24,BUY,RATO-B.ST,47.43191146850586,20864,682.8373866064453,989028.4796694547,REBALANCE_IN
2021-09-29,SELL,RATO-B.ST,51.04999923706055,20864,734.9239570166015,2053400.7397944694,STOP_LOSS
2021-10-01,SELL,NEWA-B.ST,65.5,26197,1183.973415,3768120.2663794695,REBALANCE_OUT
2021-10-01,BUY,EMBRAC-B.ST,495.7200012207031,2533,866.4045465335082,2511595.0987408953,REBALANCE_IN
2021-10-01,BUY,HPOL-B.ST,85.64937591552734,14664,866.6140894134521,1254766.0362261888,REBALANCE_IN
2021-10-01,BUY,RATO-B.ST,45.271907806396484,27697,865.1882610544967,4.817451370880008,REBALANCE_IN
2021-10-05,SELL,EMBRAC-B.ST,472.32000732421875,2533,825.5067392010498,1195565.889264416,STOP_LOSS
2021-10-07,SELL,BULTEN.ST,83.5999984741211,15195,876.5083640018463,2464991.357714684,STOP_LOSS
2021-10-08,SELL,HPOL-B.ST,100.5,14664,1016.8750799999999,3937706.482634684,REBALANCE_OUT
2021-10-08,BUY,ELAN-B.ST,123.1213607788086,10660,905.6068570724486,2624327.169875512,REBALANCE_IN
2021-10-08,BUY,EMBRAC-B.ST,462.1199951171875,2840,905.5703424316406,1311000.8134002679,REBALANCE_IN
2021-10-08,BUY,PCELL.ST,146.64999389648438,8933,903.9168328793335,72.50109009351581,REBALANCE_IN
2021-10-15,SELL,ELAN-B.ST,138.0,10660,1015.0451999999999,1470137.4558900935,REBALANCE_OUT
2021-10-15,SELL,EMBRAC-B.ST,503.3999938964844,2840,986.4626280395507,2898806.9759280696,REBALANCE_OUT
2021-10-15,SELL,PCELL.ST,178.35000610351562,8933,1099.3084171206665,4490908.272033654,REBALANCE_OUT
2021-10-15,BUY,HPOL-B.ST,89.47023010253906,25097,1549.3497117695617,2243924.5574384616,REBALANCE_IN
2021-10-22,BUY,EMBRAC-B.ST,504.0,2226,774.11376,1121246.4436784615,REBALANCE_IN
2021-10-27,SELL,EMBRAC-B.ST,472.20001220703125,2226,725.2708867492676,2171638.3999645635,STOP_LOSS
2021-10-29,SELL,HPOL-B.ST,100.1500015258789,25097,1734.2905659235382,4683368.697693624,REBALANCE_OUT
2021-10-29,BUY,EMBRAC-B.ST,479.0400085449219,4888,1615.6678176196287,2340205.468108426,REBALANCE_IN
2021-11-05,SELL,EMBRAC-B.ST,498.6000061035156,4888,1681.638212585449,4775680.659729825,REBALANCE_OUT
2021-11-05,BUY,HPOL-B.ST,90.37789154052734,26420,1647.5708872055052,2386249.1943418873,REBALANCE_IN
2021-11-12,BUY,ELUX-B.ST,188.12037658691406,6342,823.2110055368041,1192366.5550221414,REBALANCE_IN
2021-11-12,BUY,HEXA-B.ST,137.13839721679688,8688,822.1062925634765,86.05371004668996,REBALANCE_IN
2021-11-19,SELL,RATO-B.ST,56.04999923706055,27697,1071.1676119195174,1551431.714966993,REBALANCE_OUT
2021-11-19,SELL,ELUX-B.ST,216.0,6342,945.21168,2920358.503286993,REBALANCE_OUT
2021-11-19,SELL,HPOL-B.ST,114.5999984741211,26420,2089.1350521835325,5946001.327921089,REBALANCE_OUT
2021-11-19,BUY,HOLM-B.ST,377.8111572265625,3934,1025.5532738452148,4458666.682117946,REBALANCE_IN
2021-11-19,BUY,LUND-B.ST,514.2249755859375,2890,1025.416023815918,2971531.086650771,REBALANCE_IN
2021-11-19,BUY,MEKO.ST,138.8183135986328,10708,1025.6618863897704,1484038.922750221,REBALANCE_IN
2021-11-19,BUY,SKA-B.ST,188.09219360351562,7884,1023.2140095153808,96.85437058843672,REBALANCE_IN
2021-11-25,SELL,LUND-B.ST,506.6000061035156,2890,1010.2110721710204,1463160.6609375775,STOP_LOSS
2021-11-26,SELL,HOLM-B.ST,402.0,3934,1091.21292,3043537.4480175776,REBALANCE_OUT
2021-11-26,SELL,MEKO.ST,154.60000610351562,10708,1142.2652370959472,4697852.048136927,REBALANCE_OUT
2021-11-26,BUY,BEIJ-B.ST,155.82823181152344,15073,1620.671267285614,2347432.438774549,REBALANCE_IN
2021-11-26,BUY,CEVI.ST,341.399169921875,6871,1618.5700506079102,60.17219073791057,REBALANCE_IN
2021-11-29,SELL,HEXA-B.ST,131.5,8688,788.3056799999999,1141743.866510738,STOP_LOSS
2021-12-01,SELL,CEVI.ST,336.0,6871,1592.97264,3448806.8938707383,STOP_LOSS
2021-12-03,SELL,SKA-B.ST,216.0,7884,1175.03136,5150575.862510739,REBALANCE_OUT
2021-12-03,BUY,CEVI.ST,308.77532958984375,3336,710.7514046630859,4119790.611594357,REBALANCE_IN
2021-12-03,BUY,HEXA-B.ST,128.6761474609375,8005,710.7362666931152,3089027.3149028593,REBALANCE_IN
2021-12-03,BUY,NOTE.ST,183.10276794433594,5625,710.6676180839538,2058363.5775978856,REBALANCE_IN
2021-12-03,BUY,RATO-B.ST,46.72660827636719,22045,710.760774822235,1027564.7373705488,REBALANCE_IN
2021-12-10,SELL,RATO-B.ST,55.349998474121094,22045,841.9315942897796,2246913.5221382584,REBALANCE_OUT
2021-12-10,SELL,BEIJ-B.ST,169.12289428710938,15073,1758.9406760568236,4794343.967051801,REBALANCE_OUT
2021-12-10,BUY,SKA-B.ST,192.22799682617188,24923,3305.71987178009,139.88228133972734,REBALANCE_IN
2021-12-17,SELL,HEXA-B.ST,135.0500030517578,8005,745.9419393562316,1080469.2147713047,REBALANCE_OUT
2021-12-17,SELL,NOTE.ST,210.5,5625,817.003125,2263714.7116463045,REBALANCE_OUT
2021-12-17,SELL,SKA-B.ST,223.3000030517578,24923,3840.061123480682,7825180.626581783,REBALANCE_OUT
2021-12-17,BUY,SOBI.ST,174.60537719726562,22408,2699.6645316430663,3909923.6698138122,REBALANCE_IN
2021-12-20,SELL,CEVI.ST,297.20001220703125,3336,684.1068760986328,4900698.8036603695,STOP_LOSS
2021-12-27,SELL,SOBI.ST,180.95726013183594,22408,2797.874296673584,8952791.214397876,REBALANCE_OUT
2021-12-27,BUY,CEVI.ST,317.6029968261719,9396,2059.0964531433106,5966534.359766021,REBALANCE_IN
2021-12-27,BUY,MEKO.ST,137.19468688964844,21752,2059.1385921643064,2980216.391950224,REBALANCE_IN
2022-01-04,SELL,CEVI.ST,329.20001220703125,9396,2134.282687141113,6071245.423960349,REBALANCE_OUT
2022-01-04,SELL,MEKO.ST,160.0,21752,2401.4208,9549164.003160348,REBALANCE_OUT
2022-01-04,BUY,BEIJ-B.ST,174.4491729736328,13684,1647.142113250122,7160354.378075907,REBALANCE_IN
2022-01-04,BUY,HEXA-B.ST,141.07086181640625,16922,1647.1687753234862,4771506.085643357,REBALANCE_IN
2022-01-04,BUY,NEWA-B.ST,72.62682342529297,32870,1647.198143332672,2382615.201510644,REBALANCE_IN
2022-01-04,BUY,NIBE-B.ST,126.00584411621094,18895,1642.8074929573058,91.96944188093767,REBALANCE_IN
2022-01-10,SELL,BEIJ-B.ST,167.3831329345703,13684,1580.4248458428954,2288982.335672698,STOP_LOSS
2022-01-10,SELL,NIBE-B.ST,121.75,18895,1587.3217124999999,4587861.263960198,STOP_LOSS
2022-01-11,SELL,HEXA-B.ST,132.4499969482422,16922,1546.5100053671265,6827633.602312985,STOP_LOSS
2022-01-11,SELL,NEWA-B.ST,73.30000305175781,32870,1662.4660592147827,9235342.23656505,STOP_LOSS
2022-01-12,BUY,CEVI.ST,307.2401123046875,7514,1592.935520661621,6925147.097186966,REBALANCE_IN
2022-01-12,BUY,HEXA-B.ST,135.19708251953125,17077,1593.0447989483641,4614793.474201983,REBALANCE_IN
