date,0
2020-01-02,296864.786557419
2020-01-03,818418.6005415294
2020-01-07,2564197.521534332
2020-01-08,7562185.798250126
2020-01-09,25804715.65039382
2020-01-10,79104063.1177188
2020-01-13,277499240.09896225
2020-01-14,1017211138.1326082
2020-01-15,3778691026.319891
2020-01-16,14423873515.691404
2020-01-17,70514079134.19942
2020-01-20,103145693025.25006
2020-01-21,148050567478.98303
2020-01-22,716087837046.1647
2020-01-23,3924368467044.215
2020-01-24,5299949080418.82
2020-01-27,7101483204331.819
2020-01-28,9560394746685.498
2020-01-29,10639587544838.781
2020-01-30,13322864581096.95
2020-01-31,22996444205338.367
2020-02-03,33646331273906.715
2020-02-04,32374431678618.37
2020-02-05,42669375471550.57
2020-02-06,46239940347246.33
2020-02-07,22853026407871.98
2020-02-10,15372964081200.623
2020-02-11,10415291048005.926
2020-02-12,9435556317771.316
2020-02-13,8589868713203.145
2020-02-14,6637837074687.306
2020-02-17,5831927974334.954
2020-02-18,6183532776662.841
2020-02-19,6481538904711.3125
2020-02-20,2631085223579.631
2020-02-21,1059259693555.5748
2020-02-24,1496597667260.9407
2020-02-25,2014759322123.2563
2020-02-26,2691305641770.009
2020-02-27,3627222260013.6777
2020-02-28,4174968768962.417
2020-03-02,5462266088225.253
2020-03-03,7204726520018.545
2020-03-04,9496274059939.021
2020-03-05,13964846955731.133
2020-03-06,34949603853220.47
2020-03-09,94145792121205.44
2020-03-10,275396551224517.78
2020-03-11,800921081004668.8
2020-03-12,2556318090361754.0
2020-03-13,8942804982442136.0
2020-03-16,2.5670394476639104e+16
2020-03-17,1.0950279824833587e+17
2020-03-18,4.5780548043652256e+17
2020-03-19,1.8701024809372465e+18
2020-03-20,7.36215800681878e+18
2020-03-23,2.894450155595122e+19
2020-03-24,1.1352986118140392e+20
2020-03-25,4.688098662163157e+20
2020-03-26,1.8788998143579256e+21
2020-03-27,7.473011249390182e+21
2020-03-30,2.93959398017082e+22
2020-03-31,1.0923580820634584e+23
2020-04-01,4.269722198464418e+23
2020-04-02,1.6866366493537846e+24
2020-04-03,6.64390827444133e+24
2020-04-06,2.6450419653064214e+25
2020-04-07,6.848827071796486e+25
2020-04-08,1.2222942636284758e+26
2020-04-09,3.164757821990389e+26
2020-04-14,8.19214161443797e+26
2020-04-15,3.7686252349542025e+27
2020-04-16,1.6544794822470101e+28
2020-04-17,4.407006504701088e+28
2020-04-20,1.235867332256505e+29
2020-04-21,3.2427241462553674e+29
2020-04-22,9.296128512735042e+29
2020-04-23,4.1732776135009046e+30
2020-04-24,1.9312796476843554e+31
2020-04-27,9.031678181615275e+31
2020-04-28,4.4152793010512584e+32
2020-04-29,1.302735176591659e+33
2020-04-30,6.175161560098267e+33
2020-05-04,2.889745894018823e+34
2020-05-05,1.3067670120802481e+35
2020-05-06,5.8322522968922645e+35
2020-05-07,2.4932029888285625e+36
2020-05-08,1.0350147468786779e+37
2020-05-11,4.423691969996104e+37
2020-05-12,1.358781021571259e+38
2020-05-13,6.288707932543861e+38
2020-05-14,2.0499983076011735e+39
2020-05-15,6.569564448622408e+39
2020-05-18,1.8905752882895577e+40
2020-05-19,6.263805468916734e+40
2020-05-20,3.0701723506724067e+41
2020-05-22,9.910002336108653e+41
2020-05-25,3.318409158672304e+42
2020-05-26,5.393166287430451e+42
2020-05-27,8.546295066470159e+42
2020-05-28,2.9668175985962626e+43
2020-05-29,9.005941912177026e+43
2020-06-01,1.4378808386604501e+44
2020-06-02,2.3334607080187395e+44
2020-06-03,3.2600217683730546e+44
2020-06-04,4.3440563398962676e+44
2020-06-05,5.081047085871233e+44
2020-06-08,6.761748815213955e+44
2020-06-09,8.872995443116931e+44
2020-06-10,1.271722723276477e+45
2020-06-11,1.638225497428276e+45
2020-06-12,2.232408575122161e+45
2020-06-15,3.487312716599378e+45
2020-06-16,4.93407721881384e+45
2020-06-17,6.048648445725784e+45
2020-06-18,6.968775133065209e+45
2020-06-22,9.590379175025583e+45
2020-06-23,1.2000081184028265e+46
2020-06-24,1.5087777980808164e+46
2020-06-25,2.139458429121909e+46
2020-06-26,2.9748865216586564e+46
2020-06-29,3.6806071676249054e+46
2020-06-30,4.3562889460546705e+46
2020-07-01,5.269239440716247e+46
2020-07-02,7.09092676347304e+46
2020-07-03,9.435297416644707e+46
2020-07-06,1.2707020682273435e+47
2020-07-07,1.7117840894602611e+47
2020-07-08,2.26292319890117e+47
2020-07-09,3.0311279339145113e+47
2020-07-10,4.00307389726035e+47
2020-07-13,5.564685695545793e+47
2020-07-14,7.435558557432866e+47
2020-07-15,1.036875586685484e+48
2020-07-16,1.294067777298626e+48
2020-07-17,3.975381507942417e+48
2020-07-20,1.1425842114990866e+49
2020-07-21,2.9229195811736866e+49
2020-07-22,7.8147633089589e+49
2020-07-23,2.1483596011607195e+50
2020-07-24,5.972929175513534e+50
2020-07-27,1.6903067886313804e+51
2020-07-28,4.8098506332163274e+51
2020-07-29,1.3174912963955526e+52
2020-07-30,3.5758700515300397e+52
2020-07-31,9.507758099223688e+52
2020-08-03,2.532911798495439e+53
2020-08-04,7.288311730305753e+53
2020-08-05,2.0704536345079636e+54
2020-08-06,5.91113515749366e+54
2020-08-07,1.6163633190719232e+55
2020-08-10,4.473074051613441e+55
2020-08-11,1.2144679039237726e+56
2020-08-12,3.1771667724100434e+56
2020-08-13,8.703642751693754e+56
2020-08-14,2.3719970709155046e+57
2020-08-17,6.781933608998521e+57
2020-08-18,2.1280213958275428e+58
2020-08-19,8.398814688799493e+58
2020-08-20,3.253660225388044e+59
2020-08-21,1.2567518725243285e+60
2020-08-24,5.195830231145842e+60
2020-08-25,1.441354475923701e+61
2020-08-26,7.519707064487288e+61
2020-08-27,4.209279526960319e+62
2020-08-28,2.5794585958749418e+63
2020-08-31,1.6532476874595132e+64
2020-09-01,8.333541425413873e+64
2020-09-02,5.749820264995539e+65
2020-09-03,1.7553666733145694e+66
