date,daily_return,portfolio
2020-07-14,-0.2797753123511443,2570439903254602.0
2020-07-15,-0.37019987516159275,1618863371959372.0
2020-07-16,1.7884887202516095,4514182252337195.0
2020-07-17,0.3321932011756482,6013762905431386.0
2020-07-20,-0.00815870524739662,5964698386458244.0
2020-07-21,0.08953527783162289,6498749313671616.0
2020-07-22,0.11183975368392225,7225567836166208.0
2020-07-23,0.11783333935262075,8076980623020563.0
2020-07-24,-0.5212261720456195,3867046931196911.5
2020-07-27,-0.5411223566297049,1774501382589970.8
2020-07-28,-0.5458881383643049,805822126323046.4
2020-07-29,-0.5488265561114619,363565543894753.44
2020-07-30,-0.5358384393340548,168753150258551.94
2020-07-31,-0.5302194419373203,79276949103297.77
2020-08-03,-0.5279357108495838,37423816624461.984
2020-08-04,-0.5470558062986818,16950900446192.924
2020-08-05,-0.7036696891703601,5023065598062.631
2020-08-06,-0.7530609209911919,1240391192586.4138
2020-08-07,0.5013096745943871,1862211297711.6526
2020-08-10,-0.7108681115536813,538424669193.4398
2020-08-11,-0.4092647273886348,318066443736.67084
2020-08-12,-0.5725500085645877,135957498651.132
2020-08-13,-0.5314093130636879,63708417687.07668
2020-08-14,-0.5126104537016299,31050816791.891357
2020-08-17,-0.5190213205996375,14934780854.866508
2020-08-18,-0.5107652225854423,7306614187.265813
2020-08-19,2.218178574411596,23513989228.950634
2020-08-20,-0.3704055447524795,14804277239.29724
2020-08-21,5.272384517819462,92858119353.27505
2020-08-24,2.1192605679257945,289648670110.41797
2020-08-25,26.085297675020637,7845220451114.523
2020-08-26,29.153751946297238,236562831446925.44
2020-08-27,10.156876036689406,2639302185341597.5
2020-08-28,9.108670104861657,2.6679835098658644e+16
2020-08-31,0.13158987948184434,3.019063138388662e+16
2020-09-01,-0.22650067775471727,2.3352432913593464e+16
2020-09-02,-0.7796890471031185,5144796747654275.0
2020-09-03,-0.5379138583570167,2377339278660933.5
2020-09-04,5.810619487253319,1.61911532190609e+16
2020-09-07,-0.7935352798122265,3342901918890777.0
2020-09-08,-0.8892498339154602,370226942721480.4
2020-09-09,3.026422550698958,1490690111050100.2
2020-09-10,-0.8221813932551573,265072438635243.75
2020-09-11,11.682781281119667,3361855762863810.5
2020-09-14,37.1137306315652,1.281328649679664e+17
2020-09-15,-0.31750243613061996,8.74503681922413e+16
2020-09-16,-0.5985596687314441,3.5106104776650532e+16
2020-09-17,-0.30955482739906376,2.4238840571861028e+16
2020-09-18,0.7596416300175894,4.265167293360602e+16
2020-09-21,0.7844614800876727,7.611026741131792e+16
2020-09-22,0.7901603698614775,1.3624958445930085e+17
2020-09-23,0.44226381204962034,1.9650784507244794e+17
2020-09-24,0.9448189349459598,3.821721779623239e+17
2020-09-25,4.7154971480768015,2.184303993217962e+18
2020-09-28,0.7366262142977132,3.7933195746174874e+18
2020-09-29,0.18075612802448904,4.478985333284846e+18
2020-09-30,0.7403760837294325,7.795118953423848e+18
2020-10-01,0.8581915427419649,1.4484824113919791e+19
2020-10-02,1.8492057521838687,4.127024418475187e+19
2020-10-05,1.044181842961618,8.436388381706207e+19
2020-10-06,1.0604387326229572,1.738266138511778e+20
2020-10-07,0.9975860518772667,3.472336192741685e+20
2020-10-08,1.1587307099652053,7.495838774595134e+20
2020-10-09,0.2587244929993357,9.435195861157022e+20
2020-10-12,0.24832573075999834,1.1778197768242552e+21
2020-10-13,1.435412170673116,2.868476619337284e+21
2020-10-14,0.1177837042824184,3.2063364212103384e+21
2020-10-15,0.2656898982743306,4.0582276187949944e+21
2020-10-16,0.08105770882467005,4.3871782514635126e+21
2020-10-19,0.07188135221148523,4.7025345565715296e+21
2020-10-20,-0.07098028775162124,4.36874730058414e+21
2020-10-21,0.20238921177380406,5.252934623188297e+21
2020-10-22,0.16552298287276757,6.122416030854062e+21
2020-10-23,-0.695138495194754,1.8664889642099304e+21
2020-10-26,-0.7554248781447583,4.564967658631075e+20
2020-10-27,-0.45737883756388603,2.477048057409659e+20
2020-10-28,3.3209403543402476,1.0703176910901515e+21
2020-10-29,3.217454599973829,4.514016269721527e+21
2020-10-30,3.3649894421147497,1.970363335886867e+22
2020-11-02,3.286900303904176,8.446751183415056e+22
2020-11-03,1.7383809996904294,2.3130422949776442e+23
2020-11-04,0.30426446549165304,3.0168188725186032e+23
2020-11-05,0.2687017738365254,3.827443454907858e+23
2020-11-06,0.050263862428475616,4.0198255461781165e+23
2020-11-09,-0.21493068287133166,3.15584169651443e+23
2020-11-10,0.43012502397628777,4.5132481818930685e+23
2020-11-11,1.5194333182899584,1.1370827843172975e+24
2020-11-12,0.481160173684193,1.6842017343127144e+24
2020-11-13,0.40032358880853364,2.3584274168703365e+24
2020-11-16,-0.292248202660075,1.669181243185737e+24
2020-11-17,-0.552025529632706,7.47750583363152e+23
2020-11-18,-0.22103623519527052,5.8247060955149364e+23
2020-11-19,-0.5204008746222395,2.7935239489914735e+23
2020-11-20,-0.5598604234673848,1.229540447942826e+23
2020-11-23,22.880866971567276,2.9362491873483867e+24
2020-11-24,2.5628827170675565,1.0461511482607224e+25
2020-11-25,0.39121323737948055,1.4554193257600605e+25
2020-11-26,0.4643877920899717,2.1312982930148506e+25
2020-11-27,0.4812683371865889,3.157024678542723e+25
2020-11-30,0.4920852935448898,4.71055009421188e+25
2020-12-01,0.744916160146467,8.219514982569773e+25
2020-12-02,0.47778004572604776,1.214663522678789e+26
2020-12-03,0.500904000791028,1.8230933408035182e+26
2020-12-04,0.6859306613379476,3.0736089617416833e+26
2020-12-07,-0.21702072083291735,2.4065721293059885e+26
2020-12-08,0.3414425280719117,3.228278201123629e+26
2020-12-09,-0.34290740717202395,2.1212776935463595e+26
2020-12-10,1.0339659965462362,4.314606697905322e+26
2020-12-11,0.19273253177524372,5.146171770407039e+26
2020-12-14,0.13940726608004506,5.863585507697789e+26
2020-12-15,0.19669497274039793,7.016923299295398e+26
2020-12-16,0.1826798579993867,8.298773851203269e+26
2020-12-17,20.307770127630075,1.768283655626266e+28
2020-12-18,17.760376626375322,3.3173667361812515e+29
2020-12-21,16.944568123979515,5.952871338962805e+30
2020-12-22,16.918857875864763,1.0666865547618327e+32
2020-12-23,17.431396339498782,1.9660522660829811e+33
2020-12-28,0.31148940014265186,2.5784567070942703e+33
2020-12-29,0.19555170453305878,3.082678311231253e+33
2020-12-30,0.19601304319891624,3.686923468218987e+33
2021-01-04,4.2834158426808715,1.9479549862740101e+34
2021-01-05,0.5304920053461312,2.9813295332665053e+34
2021-01-07,-0.5006574233116381,1.4887047710984082e+34
2021-01-08,-0.08208712187619412,1.3665012811155813e+34
2021-01-11,4.283004075806026,7.219231837727772e+34
2021-01-12,-0.9132143040922654,6.265260589564781e+33
2021-01-13,-0.8502730409985313,9.380784154272836e+32
2021-01-14,-0.4702190778243742,4.969760479981161e+32
2021-01-15,8.66312137012664,4.802339869851679e+33
2021-01-18,9.02611652188243,4.814881911281464e+34
2021-01-19,9.235663631222575,4.9283511667935124e+35
2021-01-20,-0.13461868608534536,4.264903008152591e+35
2021-01-21,-0.12885118853388444,3.7153651865703904e+35
2021-01-22,9.051235700262744,3.734401120276966e+36
2021-01-25,9.049056725450516,3.752720869324919e+37
2021-01-26,4.21434188348705,1.9567969605956855e+38
2021-01-27,1.012874160589249,3.9387860395026346e+38
2021-01-28,1.1476498059448037,8.459133073395935e+38
2021-01-29,0.38953501705941423,1.1754261619449076e+39
2021-02-01,3.2643006844735325,5.012370586929767e+39
2021-02-02,2.669676401930772,1.8393778060588057e+40
2021-02-03,26.224087390185463,5.007538213571253e+41
2021-02-04,25.427331106642782,1.3233587039921402e+43
2021-02-05,1.346066165122389,3.104687079756175e+43
2021-02-08,5.182134183143054,1.919359212372324e+44
2021-02-09,28.194514915946034,5.603476115466224e+45
2021-02-10,17.299076104590448,1.0253843588717129e+47
2021-02-11,18.31853590406864,1.9808924552333586e+48
2021-02-12,17.963125188960746,3.7563911614458e+49
2021-02-15,13.179528864190504,5.326385689891081e+50
2021-02-16,13.807899357043437,7.887258323270351e+51
2021-02-17,15.334635925565454,1.2883549316150701e+53
2021-02-18,22.60069679020077,3.040607409920712e+54
2021-02-19,0.6957163207343032,5.156007609948208e+54
2021-02-22,-0.5470256184274798,2.335539358499498e+54
2021-02-23,-0.299247533562861,1.6366349659295365e+54
2021-02-24,-0.5466257081719021,7.420082186594067e+53
2021-02-25,1.1886881802611748,1.6240246178364927e+54
2021-02-26,-0.9135219289436294,1.4044251629855937e+53
2021-03-01,53.266427903808626,7.62131368534524e+54
2021-03-02,1.2312954322996459,1.7005402414233616e+55
2021-03-03,1.2188691934548574,3.7732763539245827e+55
2021-03-04,0.8884191978280841,7.125527505461938e+55
2021-03-05,2.680840075489231,2.622792720110511e+56
2021-03-08,2.3190464537222546,8.705170876531338e+56
2021-03-09,0.47671021065284674,1.2855014718851618e+57
2021-03-10,2.1291573914118063,4.0225364324202105e+57
2021-03-11,-0.07042225524245849,3.7392603450542256e+57
2021-03-12,-0.07384135559348914,3.463148292258444e+57
2021-03-15,-0.3699410931430749,2.1819874273037823e+57
2021-03-16,-0.04806329600553857,2.077113919704917e+57
2021-03-17,0.36748680553562113,2.8404258787908495e+57
2021-03-18,12.251808576115351,3.764078002038056e+58
2021-03-19,11.79751931971547,4.817086095199803e+59
2021-03-22,-0.7522313518797178,1.1935229096866643e+59
2021-03-23,0.12737312058505437,1.3455456471832085e+59
2021-03-24,-0.36471725237408564,8.548019357986379e+58
2021-03-25,0.4873362601793292,1.2713779143847971e+59
2021-03-26,0.8652802720177766,2.371476141981068e+59
2021-03-29,-0.74258950163058,6.104428555785361e+58
2021-03-30,-0.47020051583719114,3.2341230999638045e+58
2021-03-31,-0.019237603333551696,3.1719063226348243e+58
2021-04-01,-0.3577373540893994,2.0371969473560055e+58
2021-04-06,-0.07494538541426754,1.8845184369716403e+58
2021-04-07,0.15636224111476568,2.179185963198621e+58
2021-04-08,0.005705920671569202,2.19162022543323e+58
2021-04-09,-0.8565884212694131,3.1430371650726415e+57
2021-04-12,-0.850121267161672,4.7107442756485815e+56
2021-04-13,2.935419034797912,1.8538752690452732e+57
2021-04-14,-0.21833991826903767,1.4491002943209381e+57
2021-04-15,-0.19003612222605493,1.1737188936715521e+57
2021-04-16,2.6895859285702604,4.3305367141876126e+57
2021-04-19,7.969567098998517,3.884303963258236e+58
2021-04-20,10.606276970462003,4.508230763503835e+59
2021-04-21,1.0470148802258097,9.22841545638411e+59
2021-04-22,0.9682174760537704,1.816352857753994e+60
2021-04-23,3.782734453798923,8.687133393036161e+60
2021-04-26,2.709038098897402,3.222090872497498e+61
2021-04-27,3.713983929702031,1.51888845929928e+62
2021-04-28,3.5816191056799997,6.958968384522441e+62
2021-04-29,3.9700675025820655,3.4586542619411e+63
2021-04-30,-0.17649567600434654,2.848216739914491e+63
2021-05-03,-0.4721044951743954,1.5035608137698981e+63
2021-05-04,-0.170305933256266,1.2474954861732649e+63
2021-05-05,0.13327408802681695,1.4137543094105773e+63
2021-05-06,-0.3616303130925336,9.024978958625117e+62
2021-05-07,-0.132065978408523,7.8330862823379595e+62
2021-05-10,-0.15404156149453266,6.6264654400852165e+62
2021-05-11,-0.10210417375264573,5.949875661424854e+62
2021-05-12,0.6837282464565746,1.0017973714045521e+63
2021-05-14,-0.5780197175826225,4.227387377102794e+62
2021-05-17,-0.0528095592977611,4.0041409127370766e+62
2021-05-18,-0.05906188821037136,3.7676487897704247e+62
2021-05-19,-0.007325854177167024,3.740047544145787e+62
2021-05-20,-0.36611985763765836,2.3707418697250576e+62
2021-05-21,0.15517208445343458,2.738614827351328e+62
2021-05-24,-0.3374792763069559,1.814389077333303e+62
2021-05-25,-0.0862149566722538,1.6579616016444018e+62
2021-05-26,-0.3755004618767322,1.0353962544530424e+62
2021-05-27,-0.07158262264700921,9.612798750804035e+61
2021-05-28,0.39101104966273653,1.3371509280552564e+62
2021-05-31,-0.710836191068538,3.866556554726972e+61
2021-06-01,-0.7451694413257175,9.853167669867833e+60
2021-06-02,-0.7135444797167717,2.822494271309874e+60
2021-06-03,-0.0175854453270482,2.772859452615848e+60
2021-06-04,10.439574086867752,3.1720331140670554e+61
2021-06-07,10.731781433360254,3.721359919361579e+62
2021-06-08,10.62580184655719,4.326379302221776e+63
2021-06-09,-0.45322174462309867,2.365570126967559e+63
2021-06-10,-0.2083930306539867,1.8726017989842528e+63
2021-06-11,13.1213517270628,2.6443668648187187e+64
2021-06-14,-0.07940842055451842,2.4343818687167606e+64
2021-06-15,0.4144265186405225,3.4432542716106576e+64
2021-06-16,1.2580990550233555,7.775209216929157e+64
2021-06-17,0.6270383660715538,1.2650563700176899e+65
2021-06-18,0.6325967297519424,2.0653268926427437e+65
2021-06-21,0.4723474028986369,3.0408786865192556e+65
2021-06-22,0.5529388774451492,4.722298733890092e+65
2021-06-23,-0.041820151536634244,4.524811485237553e+65
2021-06-24,-0.05031016475323391,4.297167473937926e+65
2021-06-28,-0.5208129043135401,2.059147201514636e+65
2021-06-29,-0.5845537160622657,8.554650529500405e+64
2021-06-30,-0.5854665885495044,3.546188467760591e+64
2021-07-01,-0.589365644843006,1.4561868147240388e+64
2021-07-02,-0.16253220843602692,1.2195095558315174e+64
2021-07-05,0.07053167120908128,1.3055236028597587e+64
2021-07-06,-0.16503509244215664,1.090066394376381e+64
2021-07-07,0.046719505068299805,1.1409937568132316e+64
2021-07-08,-0.6261449088441866,4.265663249616247e+63
2021-07-09,-0.6189924667897101,1.6252498322420753e+63
2021-07-12,-0.6091962974063857,6.351536520798535e+62
2021-07-13,-0.5869937148315484,2.623224503566755e+62
2021-07-14,-0.6133583758902235,1.0142477824636123e+62
2021-07-15,-0.6159185846985081,3.8955372375502387e+61
2021-07-16,-0.6163258224891339,1.4946170455800392e+61
2021-07-19,-0.5838871684969541,6.2192933084902706e+60
2021-07-20,-0.465488812796352,3.324281849888839e+60
2021-07-21,-0.33634604735230883,2.2061727893937065e+60
2021-07-22,-0.32668080205292677,1.4854584930872278e+60
2021-07-23,-0.583856169424488,6.1816438747424655e+59
2021-07-26,0.039602616747415796,6.4264531479829015e+59
2021-07-27,-0.03869479070588666,6.177782888440516e+59
2021-07-28,-0.03752975632141534,5.9459322020307345e+59
2021-07-29,-0.16334720594284521,4.974680790103424e+59
2021-07-30,-0.750020099618539,1.243570208339622e+59
2021-08-02,-0.23472934890488403,9.516677830185513e+58
2021-08-03,-0.49503680527804034,4.805572040270125e+58
2021-08-04,-0.4662849820084431,2.564805967932492e+58
2021-08-05,-0.42225353944582394,1.4818075699812246e+58
2021-08-06,-0.16247877624415266,1.2410452893813536e+58
2021-08-09,-0.49557612824522823,6.2601286989276355e+57
2021-08-10,-0.5062049748901218,3.091220408078041e+57
2021-08-11,-0.3997433375361073,1.855525645093197e+57
2021-08-12,-0.4640258126507062,9.945138497346006e+56
2021-08-13,-0.40498672352959036,5.917489442257854e+56
2021-08-16,-0.09868466543416166,5.3335239764384534e+56
2021-08-17,-0.2514525578523142,3.992395730196359e+56
2021-08-18,0.13838374671582845,4.544878409713207e+56
2021-08-19,0.19402596749728743,5.426702840315345e+56
2021-08-20,0.40294255666473805,7.613352357051804e+56
2021-08-23,-0.22269730745195906,5.917879286453342e+56
2021-08-24,-0.1976963825398895,4.747935959213773e+56
2021-08-25,6.616043973991741,3.616048905106876e+57
2021-08-26,-0.28920486919743743,2.5702699544939052e+57
2021-08-27,0.04250257325991602,2.679513041532544e+57
2021-08-30,-0.2749135665594091,1.9428785546423818e+57
2021-08-31,0.13171222911600497,2.198779419976012e+57
2021-09-01,0.20434936356647493,2.6480985950711724e+57
2021-09-02,0.030973073252478372,2.7301183468360967e+57
2021-09-03,-0.32424054292560955,1.8449032918067932e+57
2021-09-06,-0.028559325421870303,1.792214098324203e+57
2021-09-07,-0.21134682409325167,1.413435340548232e+57
2021-09-08,0.05078315675472441,1.48521404900996e+57
2021-09-09,0.08758131728952095,1.6152910518791554e+57
2021-09-10,-0.22112095011039812,1.2581163597828122e+57
2021-09-13,-0.22980099320179462,9.689999707412955e+56
2021-09-14,0.0815491181209429,1.0480210638144678e+57
2021-09-15,0.050338967912612775,1.1007773625175665e+57
2021-09-16,0.03634159889412214,1.1407813718979096e+57
2021-09-17,-0.2574085387069891,8.471345059735144e+56
2021-09-20,1.9402588850157685,2.4907947579920688e+57
2021-09-21,0.1572775678877243,2.882540899636554e+57
2021-09-22,-0.18311521627782193,2.3547037993699394e+57
2021-09-23,-0.34733671735616156,1.536828711350703e+57
2021-09-24,-0.49773113876466774,7.7190120676388085e+56
2021-09-27,-0.11635970368889059,6.820830110677386e+56
2021-09-28,-0.6458969997738366,2.415276406223816e+56
2021-09-29,-0.5928650666984031,9.833433985528542e+55
2021-09-30,-0.5407970174954885,4.5155422144159314e+55
2021-10-01,-0.3418603347114287,2.9718574415921153e+55
2021-10-04,-0.3683670359942493,1.8771231244353754e+55
2021-10-05,-0.44899059433080596,1.0343124971630368e+55
2021-10-06,-0.14462954462062302,8.847203517029273e+54
2021-10-07,-0.4374569356367026,4.9769329775153895e+54
2021-10-08,-0.14072604046348683,4.276548905937497e+54
2021-10-11,-0.21071601698793704,3.375411554024228e+54
2021-10-12,-0.4116817679602384,1.9858161578701177e+54
2021-10-13,-0.21685930841829748,1.5551734392285233e+54
2021-10-14,-0.517315528922872,7.506580689472178e+53
2021-10-15,-0.07629330949566449,6.933878805676099e+53
2021-10-18,-0.08808017750332058,6.323141529685635e+53
2021-10-19,0.12866160257788448,7.136687052221765e+53
2021-10-20,0.32274881153850826,9.4400443166486e+53
2021-10-21,0.2925891555050537,1.2202098911187094e+54
2021-10-22,0.1794031362124748,1.4391193724228882e+54
2021-10-25,4.397263794551534,7.767306884815779e+54
2021-10-26,4.3984662105430505,4.193154376459639e+55
2021-10-27,-0.41250444598987596,2.463459553448132e+55
2021-10-28,-0.4114548522268869,1.449857166917218e+55
2021-10-29,4.430790882559337,7.873871083107339e+55
2021-11-01,1.3357441152054337,1.83913480462542e+56
2021-11-02,0.014001299372594866,1.8648850816115393e+56
2021-11-03,0.4035842937571461,2.61752341021197e+56
2021-11-04,0.2980563847520911,3.397692974863715e+56
2021-11-05,1.2457115071789109,7.630238211512391e+56
2021-11-08,1.2678839287546062,1.730449461245824e+57
2021-11-09,1.2752068280654383,3.9371304298486575e+57
2021-11-10,1.7797518843576479,1.0944245731333641e+58
2021-11-11,1.2079306375623102,2.416413545522208e+58
2021-11-12,1.5150322602271025,6.077358021038105e+58
2021-11-15,1.4043731646565927,1.4612236537794519e+59
2021-11-16,-0.4141533958171711,8.560529155183177e+58
2021-11-17,-0.37123635822063855,5.382549487171374e+58
2021-11-18,-0.6741565719159324,1.7538683767320608e+58
2021-11-19,1.312260496912262,4.0554005643011765e+58
2021-11-22,0.9759831273089619,8.013403089538367e+58
2021-11-23,1.393624474345853,1.9181077757917709e+59
2021-11-24,0.08950571212857368,2.089789378203368e+59
2021-11-25,1.3912441570605836,4.997196640116073e+59
2021-11-26,-0.6044599700075541,1.9765913089096615e+59
2021-11-29,0.020969108260855962,2.0180386660536547e+59
2021-11-30,0.018888610714666965,2.0561566128238877e+59
2021-12-01,0.7239358308458441,3.544682058677726e+59
2021-12-02,0.08938700038879621,3.861530555234911e+59
2021-12-03,-0.04793128221411621,3.676442444413513e+59
2021-12-06,0.48633724274858664,5.464433325953455e+59
2021-12-07,0.507664188084401,8.238530433714958e+59
2021-12-08,0.4370260833757394,1.1838983121933238e+60
2021-12-09,0.5488573301026437,1.8336895789367777e+60
2021-12-10,0.3446368907708764,2.4656466540605063e+60
2021-12-13,0.18122715372160023,2.9124887792590783e+60
2021-12-14,13.331184919090978,4.1739415270339397e+61
2021-12-15,0.31304382045325757,5.480568129005148e+61
2021-12-16,4.513967071011316,3.0219672193768486e+62
2021-12-17,0.65410472181101,4.998650246729333e+62
2021-12-20,3.87631595614638,2.4374997957321285e+63
2021-12-21,0.6215743994615476,3.952587267451972e+63
2021-12-22,0.07212562360688198,4.2376700889775664e+63
2021-12-23,0.5770405767347375,6.682977681132727e+63
2021-12-27,-0.1981919483412292,5.358465313788081e+63
2021-12-28,-0.1389555111691888,4.613877027028291e+63
2021-12-29,-0.048024375219836934,4.3922984654640984e+63
2021-12-30,0.034275026401118645,4.542844611329474e+63
2022-01-03,-0.18961898825711362,3.681435012319898e+63
2022-01-04,0.20906192570787466,4.45108290536389e+63
2022-01-05,-0.33321716663891854,2.9679056711636087e+63
2022-01-07,-0.3411187862870279,1.9554972908018915e+63
2022-01-10,-0.34129433503289314,1.2880971432790356e+63
2022-01-11,0.1471118932649017,1.477591552735926e+63
2022-01-12,-0.38477313922718853,9.090540124941479e+62
2022-01-13,0.2552458488889723,1.1410862755991432e+63
2022-01-14,-0.14236874971859492,9.786312492210452e+62
2022-01-17,0.5130538633972886,1.480721792475217e+63
2022-01-18,-0.48080293856708617,7.687864034528094e+62
2022-01-19,0.16219946805499644,8.934831491407691e+62
2022-01-20,0.33414491879502134,1.1920360034551312e+63
2022-01-21,0.3975047314429139,1.6658759548788474e+63
2022-01-24,6.455227876761074,1.2419484858038757e+64
2022-01-25,0.07481474841541762,1.3348645493142015e+64
2022-01-26,-0.039554384889849935,1.2820648031548112e+64
2022-01-27,0.036258343827681415,1.328550349596967e+64
