date,portfolio_value
2021-02-01,132008.1833152771
2021-02-02,132260.0659980774
2021-02-03,132564.7530555725
2021-02-04,133104.66276931763
2021-02-05,131493.35647964478
2021-02-08,130861.58408737183
2021-02-09,130425.59351730347
2021-02-10,129972.17031478882
2021-02-11,130290.44902420044
2021-02-12,131100.08763504028
2021-02-15,131692.6499824524
2021-02-16,130901.49296951294
2021-02-17,130736.7364692688
2021-02-18,130360.49611282349
2021-02-19,129534.15950393677
2021-02-22,128872.51864242554
2021-02-23,128422.86400222778
2021-02-24,128457.38837051392
2021-02-25,128172.78162002563
2021-02-26,126650.66414260864
2021-03-01,128472.51542282104
2021-03-02,128361.78332138062
2021-03-03,127513.34173202515
2021-03-04,127788.60442733765
2021-03-05,127725.8143043518
2021-03-08,130010.79134750366
2021-03-09,131245.64141464233
2021-03-10,132226.20134353638
2021-03-11,132283.75204086304
2021-03-12,131851.141040802
2021-03-15,131965.14343643188
2021-03-16,133850.68799972534
2021-03-17,133550.4995918274
2021-03-18,133127.64349746704
2021-03-19,132828.42053604126
2021-03-22,133754.9754600525
2021-03-23,134031.46850204468
2021-03-24,134271.06636428833
2021-03-25,134455.6591911316
2021-03-26,135615.31392288208
2021-03-29,135804.4358100891
2021-03-30,135944.7283821106
2021-03-31,135764.8386039734
2021-04-01,136009.87405776978
2021-04-06,136138.6559715271
2021-04-07,136183.89463424683
2021-04-08,136647.60707473755
2021-04-09,136952.58920669556
2021-04-12,136541.37369155884
2021-04-13,135891.71058273315
2021-04-14,135797.97452926636
2021-04-15,136618.17852401733
2021-04-16,137298.57374191284
2021-04-19,137285.70122146606
2021-04-20,135981.70112991333
2021-04-21,136805.4916114807
2021-04-22,137051.5320777893
2021-04-23,135866.33878707886
2021-04-26,136284.18872451782
2021-04-27,136499.71422958374
2021-04-28,135900.54262161255
2021-04-29,135577.5358467102
2021-04-30,136259.17097854614
2021-05-03,136818.02853775024
2021-05-04,135795.26625442505
2021-05-05,137821.3584098816
2021-05-06,137873.1762046814
2021-05-07,138343.4212989807
2021-05-10,138790.67786026
2021-05-11,136420.82384872437
2021-05-12,137999.76041793823
2021-05-14,138724.73041915894
2021-05-17,138845.88720321655
2021-05-18,139749.45965957642
2021-05-19,138709.85070419312
2021-05-20,140789.88264083862
2021-05-21,141408.93519973755
2021-05-24,141695.79870224
2021-05-25,141237.37115097046
2021-05-26,140445.83233261108
2021-05-27,140379.70609664917
2021-05-28,141144.29626083374
2021-05-31,140448.44691848755
2021-06-01,140582.8402824402
2021-06-02,140657.56451797485
2021-06-03,140761.9077720642
2021-06-04,140915.89432144165
2021-06-07,140753.87762069702
2021-06-08,140573.82960128784
2021-06-09,141425.16486740112
2021-06-10,142135.4369392395
2021-06-11,142745.64667892456
2021-06-14,142962.04077529907
2021-06-15,142987.38626480103
2021-06-16,143677.27516555786
2021-06-17,143573.89950180054
2021-06-18,142806.56856155396
2021-06-21,142966.42692184448
2021-06-22,143000.05279159546
2021-06-23,141967.82347488403
2021-06-24,142869.54639053345
2021-06-28,144126.17555618286
2021-06-29,144714.62547683716
2021-06-30,145457.0562324524
2021-07-01,145872.23791885376
2021-07-02,146478.9270210266
2021-07-05,146425.33070755005
2021-07-06,146585.89031600952
2021-07-07,147706.99284744263
2021-07-08,146229.35036087036
2021-07-09,147483.1728553772
2021-07-12,149040.3668937683
2021-07-13,149459.3161201477
2021-07-14,149620.7416419983
2021-07-15,148374.56715011597
2021-07-16,148791.55792617798
2021-07-19,146954.0765800476
2021-07-20,148058.0863609314
2021-07-21,148172.62418746948
2021-07-22,150019.32934188843
2021-07-23,151111.79863357544
2021-07-26,150184.7686805725
2021-07-27,149306.73489761353
2021-07-28,149355.3967552185
2021-07-29,149212.99044418335
2021-07-30,148971.27241134644
2021-08-02,149340.48007583618
2021-08-03,149969.46379470825
2021-08-04,150314.40099716187
2021-08-05,150677.97213363647
2021-08-06,149369.6170310974
2021-08-09,149859.01551437378
2021-08-10,150032.6888923645
2021-08-11,150383.80114364624
2021-08-12,150753.0302848816
2021-08-13,151256.05698776245
2021-08-16,150774.3487892151
2021-08-17,151786.81631851196
2021-08-18,152246.60052108765
2021-08-19,151393.79082107544
2021-08-20,152379.13386154175
2021-08-23,152153.50622177124
2021-08-24,151033.2036933899
2021-08-25,150906.63274765015
2021-08-26,150618.2310218811
2021-08-27,150666.20029067993
2021-08-30,150532.70260238647
2021-08-31,149638.25429916382
2021-09-01,149423.29706192017
2021-09-02,150565.13959884644
2021-09-03,149465.25436782837
2021-09-06,150711.47758102417
2021-09-07,149506.78158950806
2021-09-08,148084.610370636
2021-09-09,148014.25485610962
2021-09-10,147704.3295249939
2021-09-13,146661.56483078003
2021-09-14,147303.16984176636
2021-09-15,146528.66247177124
2021-09-16,147050.46562576294
2021-09-17,146238.36145401
2021-09-20,146495.52392959595
2021-09-21,146809.32975387573
2021-09-22,146822.8557624817
2021-09-23,148400.77838516235
2021-09-24,148245.94765853882
2021-09-27,146973.832447052
2021-09-28,144560.91304397583
2021-09-29,146505.52251052856
2021-09-30,147156.79541397095
2021-10-01,146211.3607673645
2021-10-04,146060.44493484497
2021-10-05,146849.11981582642
2021-10-06,145765.45834732056
2021-10-07,147302.7497291565
2021-10-08,146583.01648330688
2021-10-11,146850.54261398315
2021-10-12,147153.91832351685
2021-10-13,148073.44537734985
2021-10-14,148344.82319259644
2021-10-15,148895.51762008667
2021-10-18,148318.9948234558
2021-10-19,148676.88344192505
2021-10-20,149182.0552253723
2021-10-21,149195.11265945435
2021-10-22,150238.17683029175
2021-10-25,149311.3431816101
2021-10-26,149835.69305801392
2021-10-27,149354.72438430786
2021-10-28,149857.0618171692
2021-10-29,149293.29414749146
2021-11-01,149935.35563278198
2021-11-02,151522.67100906372
2021-11-03,151942.43561172485
2021-11-04,152570.8024406433
2021-11-05,152505.76955795288
2021-11-08,152571.91148757935
2021-11-09,152306.10570144653
2021-11-10,153365.17832565308
2021-11-11,153856.60245132446
2021-11-12,152248.11742782593
2021-11-15,153250.92065811157
2021-11-16,152036.29863357544
2021-11-17,152559.30710220337
2021-11-18,151288.69513320923
2021-11-19,152114.39435958862
2021-11-22,152583.41733169556
2021-11-23,151623.73641586304
2021-11-24,152484.10921096802
2021-11-25,152991.29079055786
2021-11-26,150281.7671470642
2021-11-29,151158.36512374878
2021-11-30,148016.46969985962
2021-12-01,150120.23291397095
2021-12-02,145574.06244277954
2021-12-03,146274.1703529358
2021-12-06,147460.50011825562
2021-12-07,150332.78437423706
2021-12-08,151745.21076583862
2021-12-09,153657.1530265808
2021-12-10,152945.6326560974
2021-12-13,153657.24732589722
2021-12-14,152215.59618759155
2021-12-15,152895.85302352905
2021-12-16,153944.80170059204
2021-12-17,155190.60135269165
2021-12-20,154251.44273757935
2021-12-21,156290.5209312439
2021-12-22,156611.55947494507
2021-12-23,158479.15188217163
2021-12-27,160967.1099128723
2021-12-28,161600.0043373108
2021-12-29,161665.77810287476
2021-12-30,161787.56538009644
2022-01-03,162145.8708305359
2022-01-04,161864.84814071655
2022-01-05,161321.34254837036
2022-01-07,160207.512676239
2022-01-10,159541.67431259155
2022-01-11,160551.1913948059
2022-01-12,160492.82989120483
2022-01-13,160488.01635360718
2022-01-14,160029.20805740356
2022-01-17,161434.89176559448
2022-01-18,161685.38968276978
2022-01-19,162325.0534248352
2022-01-20,163414.31090164185
2022-01-21,161652.418674469
2022-01-24,157517.44640731812
2022-01-25,159351.66397476196
2022-01-26,159900.14810562134
2022-01-27,161605.02904891968
2022-01-28,163548.34522628784
2022-01-31,163676.87755966187
2022-02-01,163849.4186820984
2022-02-02,164781.00513076782
2022-02-03,160441.43909072876
2022-02-04,158711.96621322632
2022-02-07,161649.03903579712
2022-02-08,161804.87727737427
2022-02-09,161579.00354385376
2022-02-10,164557.49793624878
2022-02-11,162613.31582260132
2022-02-14,159904.50400924683
2022-02-15,163529.53699874878
2022-02-16,163752.94973373413
2022-02-17,161709.7612800598
2022-02-18,158180.38653182983
2022-02-21,159142.81168746948
2022-02-22,157602.3236732483
2022-02-23,157338.94381332397
2022-02-24,153532.13565444946
2022-02-25,156594.5075416565
2022-02-28,156629.59852218628
2022-03-01,155410.66035079956
2022-03-02,161245.52641677856
2022-03-03,157675.45601272583
2022-03-04,157045.34675979614
2022-03-07,157355.8783531189
2022-03-08,159475.57553482056
2022-03-09,164135.39696121216
2022-03-10,162197.8201713562
2022-03-11,163599.39351272583
2022-03-14,166551.66568374634
2022-03-15,165631.30347824097
2022-03-16,169552.4997062683
2022-03-17,171650.76886367798
2022-03-18,171790.9037361145
2022-03-21,173311.33349990845
2022-03-22,170125.57123184204
2022-03-23,170228.2001838684
2022-03-24,169589.05286026
2022-03-25,169282.75075149536
2022-03-28,172143.75410842896
2022-03-29,174261.716381073
2022-03-30,174763.6463356018
2022-03-31,176913.4785346985
2022-04-01,175906.72660446167
2022-04-04,177512.40051651
2022-04-05,178943.2656135559
2022-04-06,178501.0585899353
2022-04-07,180482.46598434448
2022-04-08,181723.02941513062
2022-04-11,178389.61632919312
2022-04-12,180394.8810081482
2022-04-13,182945.38515853882
2022-04-14,182750.50784683228
2022-04-19,180968.6100730896
2022-04-20,180321.7928199768
2022-04-21,180867.8677482605
2022-04-22,177502.21593093872
2022-04-25,176854.5241355896
2022-04-26,175215.0401725769
2022-04-27,179270.61934280396
2022-04-28,176558.2543449402
2022-04-29,178292.16231155396
2022-05-02,172961.1496925354
2022-05-03,174191.46480941772
2022-05-04,172098.85229873657
2022-05-05,172190.37706375122
2022-05-06,165907.00284957886
2022-05-09,163017.3731880188
2022-05-10,164087.27794265747
2022-05-11,165480.9923210144
2022-05-12,165347.11973953247
2022-05-13,169987.62912368774
2022-05-16,169792.02922439575
2022-05-17,171815.3120689392
2022-05-18,168587.514629364
2022-05-19,169363.71911239624
2022-05-20,169315.3906288147
2022-05-23,170980.6700782776
2022-05-24,169739.23847579956
2022-05-25,168569.84092330933
2022-05-27,172193.71783065796
2022-05-30,171883.17532730103
2022-05-31,168101.7312889099
2022-06-01,168609.79020309448
2022-06-02,170203.4183921814
2022-06-03,169306.79461288452
2022-06-07,168958.5941810608
2022-06-08,168244.95846176147
2022-06-09,165809.47128677368
2022-06-10,160166.63048171997
2022-06-13,159403.4047355652
2022-06-14,158490.95638656616
2022-06-15,159840.71026229858
2022-06-16,156412.90593338013
2022-06-17,156958.78464889526
2022-06-20,158273.82204055786
2022-06-21,159431.37195205688
2022-06-22,161034.52961349487
2022-06-23,160069.94844436646
2022-06-27,165460.99187850952
2022-06-28,164399.7882194519
2022-06-29,164191.2481803894
2022-06-30,162721.19288253784
2022-07-01,163868.41913986206
2022-07-04,164620.89109420776
2022-07-05,164705.56215286255
2022-07-06,168695.42433547974
2022-07-07,171528.4349784851
2022-07-08,171339.0472755432
2022-07-11,169950.3462409973
2022-07-12,171804.50551223755
2022-07-13,168616.60874557495
2022-07-14,166982.69552230835
2022-07-15,168657.22770309448
2022-07-18,170556.79417037964
2022-07-19,170984.68550491333
2022-07-20,168844.13315963745
2022-07-21,171216.56174087524
2022-07-22,172009.30409622192
2022-07-25,172112.38193130493
2022-07-26,171532.56022262573
2022-07-27,172356.11211013794
2022-07-28,176364.71544265747
2022-07-29,178846.30853652954
2022-08-01,177221.825176239
2022-08-02,175745.1527442932
2022-08-03,175332.17184066772
2022-08-04,176647.13360214233
2022-08-05,176325.3777809143
2022-08-08,176330.15185165405
2022-08-09,175644.94569778442
2022-08-10,176921.28323745728
2022-08-11,175016.47357559204
2022-08-12,176683.80224227905
2022-08-15,178766.9048652649
2022-08-16,180014.4748878479
2022-08-17,179757.90380477905
2022-08-18,182673.63286972046
2022-08-19,181843.8655052185
2022-08-22,182502.97677993774
2022-08-23,179925.85021591187
2022-08-24,180977.92360305786
2022-08-25,182488.89952468872
2022-08-26,180533.13077163696
2022-08-29,178205.54870986938
2022-08-30,178479.62060165405
2022-08-31,176041.72835159302
2022-09-01,174672.20537948608
2022-09-02,177318.7438774109
2022-09-05,176718.8825187683
2022-09-06,176398.28811264038
2022-09-07,175956.7208366394
2022-09-08,175816.40642166138
2022-09-09,176757.8480796814
2022-09-12,179356.60110092163
2022-09-13,175855.82363510132
2022-09-14,175030.03150558472
2022-09-15,174732.03033065796
2022-09-16,173381.45483016968
2022-09-19,172310.08841323853
2022-09-20,170039.9267463684
2022-09-21,171090.8498725891
2022-09-22,168427.8644065857
2022-09-23,166975.42695999146
2022-09-26,165517.7467918396
2022-09-27,166504.37212753296
2022-09-28,166988.65620803833
2022-09-29,164474.455783844
2022-09-30,166290.273311615
2022-10-03,167676.05952072144
2022-10-04,172371.34336471558
2022-10-05,169869.3525505066
2022-10-06,168895.56313705444
2022-10-07,165544.9425315857
2022-10-10,165486.95725631714
2022-10-11,165343.61712265015
2022-10-12,164980.9148979187
2022-10-13,165420.02283859253
2022-10-14,167022.62173080444
2022-10-17,169433.73441696167
2022-10-18,170125.64213180542
2022-10-19,165312.25332260132
2022-10-20,161231.38808059692
2022-10-21,156846.39415359497
2022-10-24,158621.02632522583
2022-10-25,162619.99978256226
2022-10-26,165639.60150527954
2022-10-27,165428.7685661316
2022-10-28,165708.57637405396
2022-10-31,165365.30559921265
2022-11-01,166226.46463394165
2022-11-02,167352.68590927124
2022-11-03,165103.31103134155
2022-11-04,167081.95530319214
2022-11-07,167319.34101486206
2022-11-08,169075.6921195984
2022-11-09,169362.2290725708
2022-11-10,176535.75552368164
2022-11-11,174316.43088912964
2022-11-14,175381.90760421753
2022-11-15,174542.27587890625
2022-11-16,172755.08713531494
2022-11-17,173142.58575057983
2022-11-18,175251.52059936523
2022-11-21,176114.85821151733
2022-11-22,177172.58869934082
2022-11-23,178598.6480102539
2022-11-24,178016.7253227234
2022-11-25,178265.25937652588
2022-11-28,176591.57972717285
2022-11-29,175518.0259513855
2022-11-30,176491.2601928711
2022-12-01,179896.06437301636
2022-12-02,180529.2371482849
2022-12-05,181284.17080307007
2022-12-06,178268.41514587402
2022-12-07,178031.45761871338
2022-12-08,178024.7471961975
2022-12-09,180008.63689804077
2022-12-12,178827.87129592896
2022-12-13,181064.91766738892
2022-12-14,180617.87712097168
2022-12-15,176080.14492797852
2022-12-16,172155.74490356445
2022-12-19,170991.66399002075
2022-12-20,169940.8087463379
2022-12-21,172792.76025390625
2022-12-22,171489.60245895386
2022-12-23,173053.7130126953
2022-12-27,173861.44193649292
2022-12-28,173535.37967300415
2022-12-29,176459.0460357666
2022-12-30,171468.89344406128
2023-01-02,174072.83512496948
2023-01-03,175858.77641296387
2023-01-04,177275.2022743225
2023-01-05,178593.41444778442
2023-01-09,183381.5138206482
2023-01-10,183890.85307312012
2023-01-11,184420.93474960327
2023-01-12,184159.32900238037
2023-01-13,185189.01095581055
2023-01-16,186432.61183166504
2023-01-17,186121.2929801941
2023-01-18,184773.0373687744
2023-01-19,181397.80977249146
2023-01-20,182137.48471450806
2023-01-23,183809.6030960083
2023-01-24,182963.26220703125
2023-01-25,182647.32331848145
2023-01-26,181755.62382888794
2023-01-27,182031.98834609985
2023-01-30,182457.26133346558
2023-01-31,181990.97455978394
2023-02-01,181339.32585906982
2023-02-02,187865.5802268982
2023-02-03,188066.90580749512
2023-02-06,185667.0166015625
2023-02-07,184855.74486923218
2023-02-08,185936.94801712036
2023-02-09,186694.03424453735
2023-02-10,184902.2621231079
2023-02-13,188400.52564239502
2023-02-14,188943.3256187439
2023-02-15,191960.91138076782
2023-02-16,191981.8123512268
2023-02-17,191789.13356018066
2023-02-20,189307.3864479065
2023-02-21,188824.20013427734
2023-02-22,188668.01482391357
2023-02-23,187741.8147201538
2023-02-24,185262.81411361694
2023-02-27,187686.12602996826
2023-02-28,184102.09741592407
2023-03-01,182897.961063385
2023-03-02,182527.56243896484
2023-03-03,184962.46333312988
2023-03-06,186239.31517410278
2023-03-07,186105.6714401245
2023-03-08,186065.18494796753
2023-03-09,186574.14023208618
2023-03-10,183075.92120742798
2023-03-13,181632.05780410767
2023-03-14,183132.61531448364
2023-03-15,177420.79945373535
2023-03-16,178793.2317047119
2023-03-17,176781.6470489502
2023-03-20,179536.6463470459
2023-03-21,180358.21922302246
2023-03-22,180460.59074401855
2023-03-23,181031.11026763916
2023-03-24,179317.31020355225
2023-03-27,182232.74717712402
2023-03-28,181903.40370941162
2023-03-29,183800.2570953369
2023-03-30,186959.00831604004
2023-03-31,189654.26695251465
2023-04-03,188313.92254638672
2023-04-04,189380.57526397705
2023-04-05,190794.28483581543
2023-04-06,191708.94805145264
2023-04-11,192737.17305755615
2023-04-12,192997.77740478516
2023-04-13,195028.39974212646
2023-04-14,195825.70682525635
2023-04-17,196394.0181274414
2023-04-18,197308.9250869751
2023-04-19,197449.52641296387
2023-04-20,197206.03051757812
2023-04-21,198261.04739379883
2023-04-24,198168.36911010742
2023-04-25,196720.2795562744
2023-04-26,195286.97147369385
2023-04-27,195055.72258758545
2023-04-28,194505.80583190918
2023-05-02,191008.80420684814
2023-05-03,192087.23692321777
2023-05-04,192102.05043029785
2023-05-05,192778.46816253662
2023-05-08,192734.8067626953
2023-05-09,191858.59311676025
2023-05-10,191373.20922851562
2023-05-11,193050.5336151123
2023-05-12,193681.5827331543
2023-05-15,195116.88850402832
2023-05-16,193401.59701538086
2023-05-17,194872.04837036133
2023-05-19,195973.59902191162
2023-05-22,195796.18642425537
2023-05-23,194765.82753753662
2023-05-24,191123.78652191162
2023-05-25,189848.87718963623
2023-05-26,191835.4426651001
2023-05-29,190695.2862854004
2023-05-30,189582.32712554932
2023-05-31,188946.914352417
2023-06-01,189957.70142364502
2023-06-02,191599.59309387207
2023-06-05,192050.38975524902
2023-06-07,191983.29930877686
2023-06-08,191467.49672698975
2023-06-09,191669.74996185303
2023-06-12,192946.37203216553
2023-06-13,193653.6353149414
2023-06-14,191712.8889389038
2023-06-15,192150.8547515869
2023-06-16,193408.83406829834
2023-06-19,191650.05737304688
2023-06-20,192005.1078567505
2023-06-21,189476.03839111328
2023-06-22,188645.2339553833
2023-06-26,186580.8141708374
2023-06-27,186146.83416748047
2023-06-28,187638.8431854248
2023-06-29,191415.58155059814
2023-06-30,192417.8255996704
2023-07-03,186823.67371368408
2023-07-04,188355.924949646
2023-07-05,187801.66053771973
2023-07-06,184096.10915374756
2023-07-07,183759.082572937
2023-07-10,183881.89582824707
2023-07-11,183593.7862701416
2023-07-12,184068.03840637207
2023-07-13,182374.52082824707
2023-07-14,182473.5857925415
2023-07-17,181296.17306518555
2023-07-18,182062.80088043213
2023-07-19,182376.73553466797
2023-07-20,182519.55659484863
2023-07-21,182296.7638244629
2023-07-24,182731.037109375
2023-07-25,182627.85638427734
2023-07-26,182479.88388824463
2023-07-27,183760.19731140137
2023-07-28,186060.93013763428
2023-07-31,186049.8127822876
2023-08-01,185293.37548065186
2023-08-02,183945.24613189697
2023-08-03,181937.5873413086
2023-08-04,182123.98041534424
2023-08-07,181528.87111663818
2023-08-08,182329.91439056396
2023-08-09,183034.35886383057
2023-08-10,183309.3703842163
2023-08-11,182188.13930511475
2023-08-14,182194.51556396484
2023-08-15,180184.81231689453
2023-08-16,180247.36360931396
2023-08-17,177867.61805725098
2023-08-18,176668.07619476318
2023-08-21,176164.5790939331
2023-08-22,176929.95330810547
2023-08-23,177585.05432891846
2023-08-24,177113.60069274902
2023-08-25,177122.02451324463
2023-08-28,178534.16429138184
2023-08-29,178968.967338562
2023-08-30,177751.47593688965
2023-08-31,178725.13223266602
2023-09-01,178592.1231765747
2023-09-04,179339.21180725098
2023-09-05,179905.1185760498
2023-09-06,178482.96242523193
2023-09-07,179426.09131622314
2023-09-08,179134.72761535645
2023-09-11,176812.5368347168
2023-09-12,177158.5714416504
2023-09-13,176149.01902770996
2023-09-14,177673.81224822998
2023-09-15,177396.2864227295
2023-09-18,175398.13681030273
