date,portfolio_value,cash,positions_count
2023-08-16,260295954,105,11
2023-08-17,257452454,105,11
2023-08-18,257367129,105,11
2023-08-21,258789942,75,8
2023-08-22,261086904,75,8
2023-08-23,264363321,75,8
2023-08-24,263938802,75,8
2023-08-25,265831400,21927998,7
2023-08-28,272610981,40,10
2023-08-29,274302050,40,10
2023-08-30,274221642,40,10
2023-08-31,273677503,40,10
2023-09-01,274507887,40,10
2023-09-04,280558581,20,11
2023-09-05,282309158,20,11
2023-09-06,282584789,20,11
2023-09-07,279867812,20,11
2023-09-08,278256781,20,11
2023-09-11,289219430,33,3
2023-09-12,281647678,33,3
2023-09-13,279679770,33,3
2023-09-14,282083593,33,3
2023-09-15,287250839,129795412,2
2023-09-18,286841797,21,3
2023-09-19,280338253,21,3
2023-09-20,284449414,21,3
2023-09-21,274436059,21,3
2023-09-22,275809773,120834948,2
2023-09-25,275178087,45,3
2023-09-26,271638360,45,3
2023-09-27,278806967,45,3
2023-09-28,281687505,45,3
2023-09-29,285246166,45,3
2023-10-02,279440115,45,3
2023-10-03,279443760,45,3
2023-10-04,278967735,45,3
2023-10-05,280733151,45,3
2023-10-06,282813104,45,3
2023-10-09,281064917,89,11
2023-10-10,289907740,89,11
2023-10-11,289251957,89,11
2023-10-12,288761857,89,11
2023-10-13,281787685,89,11
2023-10-16,284085519,89,11
2023-10-17,279900597,89,11
2023-10-18,275062282,89,11
2023-10-19,276390946,89,11
2023-10-20,273049883,28361323,9
2023-10-23,277570905,94,3
2023-10-24,279374421,94,3
2023-10-25,272334179,94,3
2023-10-26,271044957,94,3
2023-10-27,269313879,94,3
2023-10-30,279959687,298,3
2023-10-31,283495046,298,3
2023-11-01,283562188,298,3
2023-11-02,289162412,298,3
2023-11-03,296096892,298,3
2023-11-06,298325605,61,3
2023-11-07,297374340,61,3
2023-11-08,296994904,61,3
2023-11-09,304767482,61,3
2023-11-10,300979483,61,3
2023-11-13,299884383,30,5
2023-11-14,313606159,30,5
2023-11-15,317332642,30,5
2023-11-16,311598071,30,5
2023-11-17,315601695,30,5
2023-11-20,319945637,871,4
2023-11-21,316195034,871,4
2023-11-22,317709044,871,4
2023-11-23,321357994,871,4
2023-11-24,324178351,871,4
2023-11-27,319755510,871,4
2023-11-28,315376076,871,4
2023-11-29,319713494,46543342,3
2023-11-30,319363718,46543342,3
2023-12-01,321341431,46543342,3
2023-12-04,322058765,37,4
2023-12-05,331842927,37,4
2023-12-06,339841528,37,4
2023-12-07,338126679,37,4
2023-12-08,343815615,37,4
2023-12-11,357309438,66,3
2023-12-12,360102227,66,3
2023-12-13,361606139,66,3
2023-12-14,372544358,66,3
2023-12-15,375271417,66,3
2023-12-18,380626764,85,15
2023-12-19,381639594,85,15
2023-12-20,382532521,85,15
2023-12-21,379517517,85,15
2023-12-22,380013887,85,15
2023-12-27,382314646,25838132,14
2023-12-28,382150633,25838132,14
2023-12-29,383135720,25838132,14
2024-01-02,385073384,25838132,14
2024-01-03,379490715,25838132,14
2024-01-04,385965890,16,10
2024-01-05,383037559,16,10
2024-01-08,384465474,16,10
2024-01-09,382907879,16,10
2024-01-10,383034578,16,10
2024-01-11,405119591,122,2
2024-01-12,410198262,122,2
2024-01-15,407837061,122,2
2024-01-16,405879705,122,2
2024-01-17,400626913,122,2
2024-01-18,404664504,122,2
2024-01-19,403261714,122,2
2024-01-22,406990312,122,2
2024-01-23,413205479,122,2
2024-01-24,401599308,122,2
2024-01-25,399125987,35,3
2024-01-26,402391328,35,3
2024-01-29,410696110,35,3
2024-01-30,401094699,35,3
2024-01-31,398818208,35,3
2024-02-01,394007055,35,3
2024-02-02,405643650,185227953,2
2024-02-05,403397698,185227953,2
2024-02-06,405596356,185227953,2
2024-02-07,406687992,185227953,2
2024-02-08,402621342,19,3
2024-02-09,403807191,19,3
2024-02-12,405836518,19,3
2024-02-13,394840149,19,3
2024-02-14,393424658,19,3
2024-02-15,408788712,50,3
2024-02-16,411301239,50,3
2024-02-19,414191319,50,3
2024-02-20,415353865,50,3
2024-02-21,417370858,50,3
2024-02-22,409449830,50,3
2024-02-23,411546872,50,3
2024-02-26,408665565,50,3
2024-02-27,417964869,50,3
2024-02-28,417734960,50,3
2024-02-29,418213279,50,3
2024-03-01,418983787,50,3
2024-03-04,411506870,50,3
2024-03-05,410282549,50,3
2024-03-06,413043987,50,3
2024-03-07,413360850,50,3
2024-03-08,415702174,50,3
2024-03-11,420748904,50,3
2024-03-12,425773787,50,3
2024-03-13,434800925,50,3
2024-03-14,444214932,10,3
2024-03-15,445868757,10,3
2024-03-18,433905199,10,3
2024-03-19,438149056,10,3
2024-03-20,442294744,10,3
2024-03-21,448897452,10,3
2024-03-22,448177551,10,3
2024-03-25,445775529,10,3
2024-03-26,451754060,10,3
2024-03-27,486003172,10,3
2024-03-28,501660113,6,3
2024-04-02,495698231,6,3
2024-04-03,492213082,6,3
2024-04-04,483245569,6,3
2024-04-05,476398922,240353361,2
2024-04-08,477820199,42,3
2024-04-09,487106962,42,3
2024-04-10,482842340,42,3
2024-04-11,482767252,42,3
2024-04-12,480255899,42,3
2024-04-15,489119753,211444985,2
2024-04-16,481413990,211444985,2
2024-04-17,480813393,211444985,2
2024-04-18,478865005,211444985,2
2024-04-19,478993809,211444985,2
2024-04-22,483113456,3,3
2024-04-23,493783292,3,3
2024-04-24,489616633,3,3
2024-04-25,485311658,3,3
2024-04-26,491838445,3,3
2024-04-29,491315127,3,3
2024-04-30,487339592,3,3
2024-05-02,478160685,3,3
2024-05-03,488410695,3,3
2024-05-06,495911968,3,3
2024-05-07,509543578,57,3
2024-05-08,508772314,57,3
2024-05-10,527478993,57,3
2024-05-13,528612660,57,3
2024-05-14,543901517,57,3
2024-05-15,549151031,249,3
2024-05-16,546238433,249,3
2024-05-17,545414040,249,3
2024-05-20,547974883,249,3
2024-05-21,542151631,249,3
2024-05-22,542213322,249,3
2024-05-23,542286648,249,3
2024-05-24,539296630,249,3
2024-05-27,540337504,249,3
2024-05-28,536291456,249,3
2024-05-29,527180083,249,3
2024-05-30,529220540,280890863,2
2024-05-31,531746023,280890863,2
2024-06-03,533858926,280890863,2
2024-06-04,531308999,280890863,2
2024-06-05,531484297,653,3
2024-06-07,534309569,653,3
2024-06-10,526734644,653,3
2024-06-11,527944766,653,3
2024-06-12,529876773,653,3
2024-06-13,516537721,653,3
2024-06-14,519694122,265781131,2
2024-06-17,518923472,265781131,2
2024-06-18,517646814,265781131,2
2024-06-19,517175015,265781131,2
2024-06-20,530948536,203,5
2024-06-24,536002979,203,5
2024-06-25,526995271,203,5
2024-06-26,527843582,203,5
2024-06-27,526569054,203,5
2024-06-28,532380846,203,5
2024-07-01,536838818,203,5
2024-07-02,532883834,203,5
2024-07-03,533578338,203,5
2024-07-04,536694974,203,5
2024-07-05,538759908,259137091,3
2024-07-08,538733887,259137091,3
2024-07-09,534538729,259137091,3
2024-07-10,536516572,259137091,3
2024-07-11,539507682,259137091,3
2024-07-12,546099290,15,4
2024-07-15,540079508,15,4
2024-07-16,542770328,15,4
2024-07-17,540774770,15,4
2024-07-18,539961199,15,4
2024-07-19,550886453,749,3
2024-07-22,532650221,749,3
2024-07-23,533518895,374357359,2
2024-07-24,535047514,374357359,2
2024-07-25,535644967,374357359,2
2024-07-26,538980733,159,3
2024-07-29,537153564,159,3
2024-07-30,541532277,159,3
2024-07-31,542553767,159,3
2024-08-01,530038325,159,3
2024-08-02,522922308,36,3
2024-08-05,514738807,36,3
2024-08-06,526194289,249454001,2
2024-08-07,532341660,249454001,2
2024-08-08,533734001,249454001,2
2024-08-09,533001108,139,8
2024-08-12,534549909,139,8
2024-08-13,537932019,139,8
2024-08-14,542706434,139,8
2024-08-15,547060899,139,8
2024-08-16,551472016,94,6
2024-08-19,553898426,94,6
2024-08-20,552025825,94,6
2024-08-21,552183962,94,6
2024-08-22,553763420,94,6
2024-08-23,559022812,94,6
2024-08-26,558753427,94,6
2024-08-27,556006960,94,6
2024-08-28,554272577,94,6
2024-08-29,559658829,94,6
2024-08-30,568265622,357570556,3
2024-09-02,568324279,357570556,3
2024-09-03,568055574,357570556,3
2024-09-04,567039117,357570556,3
2024-09-05,565932474,357570556,3
2024-09-06,573728066,175,3
2024-09-09,584202153,175,3
2024-09-10,583663808,175,3
2024-09-11,584194507,175,3
2024-09-12,597659771,175,3
2024-09-13,604454208,105,6
2024-09-16,604506098,105,6
2024-09-17,612273440,105,6
2024-09-18,608710710,105,6
2024-09-19,625497075,105,6
2024-09-20,622795461,8,5
2024-09-23,627843323,8,5
2024-09-24,631395118,8,5
2024-09-25,639103915,8,5
2024-09-26,647171649,8,5
2024-09-27,650262845,182,3
2024-09-30,648722626,182,3
2024-10-01,653602407,182,3
2024-10-02,662177094,182,3
2024-10-03,656041052,182,3
2024-10-04,657657564,182,3
2024-10-07,658484020,182,3
2024-10-08,659586135,182,3
2024-10-09,658164372,182,3
2024-10-10,641893414,182,3
2024-10-11,640311956,276,3
2024-10-14,644957318,276,3
2024-10-15,648383675,276,3
2024-10-16,648436368,276,3
2024-10-17,652453036,276,3
2024-10-18,650322542,89,3
2024-10-21,653640603,169172273,2
2024-10-22,654524918,169172273,2
2024-10-23,667070853,169172273,2
2024-10-24,648232877,169172273,2
2024-10-25,674132196,25,2
2024-10-28,682874381,25,2
2024-10-29,687056791,25,2
2024-10-30,673564316,25,2
2024-10-31,669171993,25,2
2024-11-01,700207420,34,3
2024-11-04,699141360,34,3
2024-11-05,682144162,34,3
2024-11-06,675372648,169654377,2
2024-11-07,672924971,169654377,2
2024-11-08,673405411,1016,3
2024-11-11,673651625,1016,3
2024-11-12,665833375,1016,3
2024-11-13,673001470,1016,3
2024-11-14,678936072,1016,3
2024-11-15,688160261,36,3
2024-11-18,688895960,36,3
2024-11-19,684416053,36,3
2024-11-20,685637042,36,3
2024-11-21,687567442,36,3
2024-11-22,696960332,11,3
2024-11-25,721222975,11,3
2024-11-26,707753093,11,3
2024-11-27,710025652,11,3
2024-11-28,710970192,11,3
2024-11-29,726017589,53,4
2024-12-02,730513002,53,4
2024-12-03,738452019,53,4
2024-12-04,749781544,53,4
2024-12-05,753147358,53,4
2024-12-06,759370264,4,3
2024-12-09,759408135,4,3
2024-12-10,751290267,4,3
2024-12-11,748888384,4,3
2024-12-12,747337284,4,3
2024-12-13,750345436,231,3
2024-12-16,755571242,231,3
2024-12-17,750754007,231,3
2024-12-18,751589102,231,3
2024-12-19,731030194,231,3
2024-12-20,735985922,10,4
2024-12-23,744848260,250458466,3
2024-12-27,746138811,250458466,3
2024-12-30,748942023,250458466,3
2025-01-02,753419853,250458466,3
2025-01-03,754800599,7,7
2025-01-07,754323425,7,7
2025-01-08,744509678,7,7
2025-01-09,746348411,7,7
2025-01-10,730424707,7,7
2025-01-13,729724673,236504511,5
2025-01-14,730649811,236504511,5
2025-01-15,741001575,236504511,5
2025-01-16,745565028,236504511,5
2025-01-17,753921834,236504511,5
2025-01-20,755367432,23,3
2025-01-21,769188316,23,3
2025-01-22,764200783,23,3
2025-01-23,778636460,23,3
2025-01-24,781898525,23,3
2025-01-27,788131194,243,3
2025-01-28,789162841,243,3
2025-01-29,788940256,243,3
2025-01-30,800969730,243,3
2025-01-31,792125214,243,3
2025-02-03,777128601,243,3
2025-02-04,776244865,243,3
2025-02-05,779521681,243,3
2025-02-06,805595791,243,3
2025-02-07,787351548,243,3
2025-02-10,808420819,11,3
2025-02-11,819443950,11,3
2025-02-12,821845435,11,3
2025-02-13,844466333,11,3
2025-02-14,803653623,11,3
2025-02-17,782839531,299,3
2025-02-18,778981574,299,3
2025-02-19,748306485,299,3
2025-02-20,754772436,299,3
2025-02-21,750015153,299,3
2025-02-24,746193160,38,3
2025-02-25,746330023,479089655,2
2025-02-26,749004405,479089655,2
2025-02-27,748298183,479089655,2
2025-02-28,746990498,479089655,2
2025-03-03,750165995,17,3
2025-03-04,730445263,17,3
2025-03-05,753903323,17,3
2025-03-06,764979049,17,3
2025-03-07,761257005,17,3
2025-03-10,768786255,17,3
2025-03-11,771478330,17,3
2025-03-12,767419122,17,3
2025-03-13,771969427,17,3
2025-03-14,790109154,17,3
2025-03-17,795612962,42,5
2025-03-18,797980119,42,5
2025-03-19,808976319,42,5
2025-03-20,808202296,42,5
2025-03-21,799595194,42,5
2025-03-24,801656602,128216036,4
2025-03-25,797188325,128216036,4
2025-03-26,787655992,128216036,4
2025-03-27,780416189,128216036,4
2025-03-28,773830096,128216036,4
2025-03-31,765709934,426688952,3
2025-04-01,766614955,546510493,2
2025-04-02,765187135,546510493,2
2025-04-03,761235876,546510493,2
2025-04-04,757965553,660730198,1
2025-04-07,756959560,25,3
2025-04-08,781676780,25,3
2025-04-09,764162119,25,3
2025-04-10,790490137,25,3
2025-04-11,791263973,25,3
2025-04-14,818807011,19,3
2025-04-15,841324855,19,3
2025-04-16,837699927,19,3
2025-04-17,834525176,19,3
2025-04-22,840863842,19,3
2025-04-23,859411523,66,3
2025-04-24,870561880,66,3
2025-04-25,887489213,66,3
2025-04-28,882393813,66,3
2025-04-29,881493368,66,3
2025-04-30,896813394,34,4
2025-05-02,906632571,34,4
2025-05-05,907407295,34,4
2025-05-06,902277228,34,4
2025-05-07,910151130,34,4
2025-05-08,910741947,68,3
2025-05-09,918424637,68,3
2025-05-12,955263559,68,3
2025-05-13,962189165,68,3
2025-05-14,953264227,68,3
2025-05-15,950848582,209,3
2025-05-16,949937355,209,3
2025-05-19,954136611,209,3
2025-05-20,966456645,209,3
2025-05-21,963934951,209,3
2025-05-22,953307630,209,3
2025-05-23,941519229,209,3
2025-05-26,952247874,209,3
2025-05-27,946827948,209,3
2025-05-28,941277979,209,3
2025-05-30,938770065,209,3
2025-06-02,921529077,209,3
2025-06-03,918013919,339312332,2
2025-06-04,915802498,339312332,2
2025-06-05,920782918,339312332,2
2025-06-09,918877865,241,4
2025-06-10,919629184,241,4
2025-06-11,910356117,241,4
2025-06-12,907327469,241,4
2025-06-13,895811832,241,4
2025-06-16,891324219,114,5
2025-06-17,882307595,114,5
2025-06-18,880471788,114,5
2025-06-19,881784187,114,5
2025-06-23,873801137,114,5
2025-06-24,889168961,193,3
2025-06-25,885641544,193,3
2025-06-26,895610860,215186836,2
2025-06-27,917801239,215186836,2
2025-06-30,909408162,215186836,2
2025-07-01,906730271,28,3
2025-07-02,914577197,28,3
2025-07-03,922370897,28,3
2025-07-04,918027336,28,3
2025-07-07,919712937,28,3
2025-07-08,915173680,22,3
2025-07-09,912470691,22,3
2025-07-10,923695402,22,3
2025-07-11,910867088,22,3
2025-07-14,909462964,22,3
2025-07-15,901681612,23,3
2025-07-16,893704403,23,3
2025-07-17,924531611,23,3
2025-07-18,942886186,23,3
2025-07-21,941920949,23,3
2025-07-22,949817964,23,3
2025-07-23,947795135,23,3
2025-07-24,952495167,23,3
2025-07-25,946265370,23,3
2025-07-28,935015097,23,3
2025-07-29,933253217,25,3
2025-07-30,938005389,293551443,2
2025-07-31,934351787,293551443,2
2025-08-01,935224580,293551443,2
2025-08-04,939573057,293551443,2
2025-08-05,939283433,20,3
2025-08-06,936974661,20,3
2025-08-07,934660275,20,3
2025-08-08,933726154,20,3
2025-08-11,927073980,20,3
2025-08-12,929767696,20,3
2025-08-13,926107305,20,3
2025-08-14,930447629,20,3
2025-08-15,935715510,20,3
2025-08-18,933515759,20,3
2025-08-19,947678356,20,3
2025-08-20,948640818,20,3
2025-08-21,945915716,20,3
2025-08-22,955202961,20,3
2025-08-25,943821902,20,3
2025-08-26,937830550,93,3
2025-08-27,937734812,93,3
2025-08-28,935486200,93,3
2025-08-29,928901475,93,3
2025-09-01,927871122,93,3
2025-09-02,910331138,93,3
2025-09-03,911223936,296735799,2
2025-09-04,914531979,296735799,2
2025-09-05,919169056,296735799,2
2025-09-08,920484506,296735799,2
2025-09-09,927158554,34,3
2025-09-10,920489863,34,3
2025-09-11,921512527,34,3
2025-09-12,916013019,34,3
2025-09-15,908359937,34,3
2025-09-16,903976688,51,3
2025-09-17,914854226,51,3
2025-09-18,927364519,51,3
2025-09-19,926586723,51,3
