date,cash,portfolio_value,positions,trades
2024-04-29,342,771461,RATO-B.ST:65362; NIBE-B.ST:58312; PCELL.ST:76231; CLAS-B.ST:75159; SHB-B.ST:101511; CEVI.ST:114097; VOLV-B.ST:70007; EQT.ST:70277; BEIJ-B.ST:69146; G5EN.ST:71017,
2024-04-30,342,769828,RATO-B.ST:65874; NIBE-B.ST:57753; PCELL.ST:75458; CLAS-B.ST:74436; SHB-B.ST:100748; CEVI.ST:113093; VOLV-B.ST:69736; EQT.ST:70910; BEIJ-B.ST:68648; G5EN.ST:72829,
2024-05-02,342,759336,RATO-B.ST:63655; NIBE-B.ST:55940; PCELL.ST:73140; CLAS-B.ST:73770; SHB-B.ST:101765; CEVI.ST:114097; VOLV-B.ST:68285; EQT.ST:70113; BEIJ-B.ST:66005; G5EN.ST:72225,
2024-05-03,342,766662,RATO-B.ST:64201; NIBE-B.ST:57529; PCELL.ST:74520; CLAS-B.ST:75547; SHB-B.ST:102274; CEVI.ST:113595; VOLV-B.ST:66808; EQT.ST:71004; BEIJ-B.ST:67045; G5EN.ST:73795,
2024-05-06,65,778650,RATO-B.ST:65089; NIBE-B.ST:58782; PCELL.ST:74189; SHB-B.ST:104394; VOLV-B.ST:67596; BEIJ-B.ST:69211; G5EN.ST:75003; BULTEN.ST:132280; HUSQ-B.ST:132041,SELL CLAS-B.ST 574 @ 134.71 fee 69.00; SELL CEVI.ST 513 @ 224.15 fee 79.34; SELL EQT.ST 239 @ 301.80 fee 69.00; BUY BULTEN.ST 1566 @ 84.47 fee 91.27; BUY HUSQ-B.ST 1581 @ 83.52 fee 91.11
2024-05-07,65,789515,RATO-B.ST:65908; NIBE-B.ST:60260; PCELL.ST:79598; SHB-B.ST:103886; VOLV-B.ST:68334; BEIJ-B.ST:70857; G5EN.ST:76815; BULTEN.ST:130932; HUSQ-B.ST:132861,
2024-05-08,65,782152,RATO-B.ST:65259; NIBE-B.ST:61133; PCELL.ST:74962; SHB-B.ST:101596; VOLV-B.ST:68162; BEIJ-B.ST:69882; G5EN.ST:76090; BULTEN.ST:131231; HUSQ-B.ST:133772,
2024-05-10,65,795406,RATO-B.ST:64850; NIBE-B.ST:64020; PCELL.ST:72643; SHB-B.ST:103377; VOLV-B.ST:69540; BEIJ-B.ST:72980; G5EN.ST:80559; BULTEN.ST:131231; HUSQ-B.ST:136140,
2024-05-13,65,799079,RATO-B.ST:65908; NIBE-B.ST:64468; PCELL.ST:74520; SHB-B.ST:103207; VOLV-B.ST:69638; BEIJ-B.ST:71420; G5EN.ST:83699; BULTEN.ST:133778; HUSQ-B.ST:132375,
2024-05-14,106,823207,RATO-B.ST:67068; NIBE-B.ST:67423; PCELL.ST:82800; SHB-B.ST:103886; BEIJ-B.ST:75926; BULTEN.ST:134827; HUSQ-B.ST:138388; CEVI.ST:76370; SKA-B.ST:76414,SELL VOLV-B.ST 253 @ 276.22 fee 69.00; SELL G5EN.ST 687 @ 121.13 fee 69.00; BUY CEVI.ST 337 @ 226.62 fee 69.00; BUY SKA-B.ST 419 @ 182.37 fee 69.00
2024-05-15,106,818849,RATO-B.ST:66966; NIBE-B.ST:63729; PCELL.ST:85008; SHB-B.ST:103546; BEIJ-B.ST:73110; BULTEN.ST:131980; HUSQ-B.ST:139633; CEVI.ST:76869; SKA-B.ST:77901,
2024-05-16,106,822442,RATO-B.ST:67171; NIBE-B.ST:68609; PCELL.ST:85394; SHB-B.ST:103716; BEIJ-B.ST:71745; BULTEN.ST:132580; HUSQ-B.ST:137537; CEVI.ST:76536; SKA-B.ST:79047,
2024-05-17,106,809364,RATO-B.ST:66556; NIBE-B.ST:61041; PCELL.ST:81917; SHB-B.ST:103462; BEIJ-B.ST:70597; BULTEN.ST:131831; HUSQ-B.ST:136808; CEVI.ST:78200; SKA-B.ST:78846,
2024-05-20,106,824946,RATO-B.ST:67444; NIBE-B.ST:63394; PCELL.ST:83518; SHB-B.ST:103970; BEIJ-B.ST:71594; BULTEN.ST:135875; HUSQ-B.ST:139572; CEVI.ST:81029; SKA-B.ST:78444,
2024-05-21,279,823053,RATO-B.ST:67512; PCELL.ST:82910; SHB-B.ST:101681; BULTEN.ST:131980; HUSQ-B.ST:138297; SKA-B.ST:77519; VOLV-B.ST:74210; EQT.ST:74234; CLAS-B.ST:74432,SELL NIBE-B.ST 1139 @ 54.37 fee 69.00; SELL BEIJ-B.ST 437 @ 168.24 fee 69.00; SELL CEVI.ST 337 @ 261.18 fee 69.00; BUY VOLV-B.ST 268 @ 276.90 fee 69.00; BUY EQT.ST 220 @ 337.43 fee 69.00; BUY CLAS-B.ST 508 @ 146.52 fee 69.00
2024-05-22,279,826204,RATO-B.ST:69253; PCELL.ST:86002; SHB-B.ST:102189; BULTEN.ST:133628; HUSQ-B.ST:136930; SKA-B.ST:76816; VOLV-B.ST:74366; EQT.ST:73391; CLAS-B.ST:73350,
2024-05-23,279,828967,RATO-B.ST:68980; PCELL.ST:88044; SHB-B.ST:103038; BULTEN.ST:133628; HUSQ-B.ST:136900; SKA-B.ST:76333; VOLV-B.ST:74653; EQT.ST:73370; CLAS-B.ST:73743,
2024-05-24,279,828888,RATO-B.ST:69492; PCELL.ST:88596; SHB-B.ST:101765; BULTEN.ST:133778; HUSQ-B.ST:135169; SKA-B.ST:76856; VOLV-B.ST:74653; EQT.ST:73672; CLAS-B.ST:74628,
2024-05-27,279,831350,RATO-B.ST:68741; PCELL.ST:97262; SHB-B.ST:102614; BULTEN.ST:131531; HUSQ-B.ST:132952; SKA-B.ST:77379; VOLV-B.ST:74418; EQT.ST:73759; CLAS-B.ST:72416,
2024-05-28,106,841371,RATO-B.ST:67649; SHB-B.ST:103292; BULTEN.ST:132280; HUSQ-B.ST:132982; SKA-B.ST:76213; CLAS-B.ST:72416; HM-B.ST:85478; HEXA-B.ST:85512; BEIJ-B.ST:85443,SELL PCELL.ST 2760 @ 39.62 fee 75.45; SELL VOLV-B.ST 268 @ 276.71 fee 69.00; SELL EQT.ST 220 @ 332.60 fee 69.00; BUY HM-B.ST 476 @ 179.58 fee 69.00; BUY HEXA-B.ST 723 @ 118.27 fee 69.00; BUY BEIJ-B.ST 513 @ 166.56 fee 69.00
2024-05-29,106,829541,RATO-B.ST:66215; SHB-B.ST:101850; BULTEN.ST:133329; HUSQ-B.ST:129945; SKA-B.ST:75046; CLAS-B.ST:71482; HM-B.ST:83181; HEXA-B.ST:83960; BEIJ-B.ST:84426,
2024-05-30,106,834806,RATO-B.ST:67341; SHB-B.ST:102274; BULTEN.ST:132130; HUSQ-B.ST:131039; SKA-B.ST:75489; CLAS-B.ST:73104; HM-B.ST:84023; HEXA-B.ST:84212; BEIJ-B.ST:85087,
2024-05-31,106,843312,RATO-B.ST:67853; SHB-B.ST:102868; BULTEN.ST:137074; HUSQ-B.ST:131646; SKA-B.ST:74484; CLAS-B.ST:75169; HM-B.ST:84409; HEXA-B.ST:83166; BEIJ-B.ST:86537,
2024-06-03,106,837534,RATO-B.ST:66625; SHB-B.ST:103038; BULTEN.ST:135875; HUSQ-B.ST:130522; SKA-B.ST:75067; CLAS-B.ST:75415; HM-B.ST:83681; HEXA-B.ST:83490; BEIJ-B.ST:83714,
2024-06-04,1,821549,RATO-B.ST:66318; SHB-B.ST:102105; BULTEN.ST:129733; HUSQ-B.ST:129702; CLAS-B.ST:71482; HEXA-B.ST:82985; BEIJ-B.ST:81629; NIBE-B.ST:78820; NEWA-B.ST:78775,SELL SKA-B.ST 419 @ 177.19 fee 69.00; SELL HM-B.ST 476 @ 175.47 fee 69.00; BUY NIBE-B.ST 1518 @ 51.92 fee 69.00; BUY NEWA-B.ST 699 @ 112.70 fee 69.00
2024-06-05,1,831421,RATO-B.ST:65635; SHB-B.ST:102529; BULTEN.ST:132280; HUSQ-B.ST:128245; CLAS-B.ST:77676; HEXA-B.ST:84537; BEIJ-B.ST:83206; NIBE-B.ST:77795; NEWA-B.ST:79518,
2024-06-07,1,839875,RATO-B.ST:65430; SHB-B.ST:103970; BULTEN.ST:131681; HUSQ-B.ST:130097; CLAS-B.ST:82052; HEXA-B.ST:85043; BEIJ-B.ST:86562; NIBE-B.ST:76468; NEWA-B.ST:78572,
2024-06-10,1,841197,RATO-B.ST:65737; SHB-B.ST:101681; BULTEN.ST:133329; HUSQ-B.ST:131281; CLAS-B.ST:85542; HEXA-B.ST:84357; BEIJ-B.ST:84121; NIBE-B.ST:75021; NEWA-B.ST:80127,
2024-06-11,1,846166,RATO-B.ST:65430; SHB-B.ST:102444; BULTEN.ST:131831; HUSQ-B.ST:136323; CLAS-B.ST:84018; HEXA-B.ST:84140; BEIJ-B.ST:86028; NIBE-B.ST:75081; NEWA-B.ST:80871,
2024-06-12,25,860362,RATO-B.ST:66932; SHB-B.ST:104225; BULTEN.ST:130632; HUSQ-B.ST:138175; CLAS-B.ST:86034; BEIJ-B.ST:87808; NIBE-B.ST:77071; VOLV-B.ST:84777; SINT.ST:84683,SELL HEXA-B.ST 723 @ 120.42 fee 69.00; SELL NEWA-B.ST 699 @ 118.31 fee 69.00; BUY VOLV-B.ST 318 @ 266.59 fee 69.00; BUY SINT.ST 731 @ 115.85 fee 69.00
2024-06-13,25,849190,RATO-B.ST:64747; SHB-B.ST:102444; BULTEN.ST:132729; HUSQ-B.ST:135412; CLAS-B.ST:84952; BEIJ-B.ST:85978; NIBE-B.ST:72684; VOLV-B.ST:83106; SINT.ST:87113,
2024-06-14,25,837162,RATO-B.ST:63928; SHB-B.ST:103292; BULTEN.ST:128535; HUSQ-B.ST:134227; CLAS-B.ST:83920; BEIJ-B.ST:83689; NIBE-B.ST:71252; VOLV-B.ST:81529; SINT.ST:86766,
2024-06-17,25,839261,RATO-B.ST:64201; SHB-B.ST:103292; BULTEN.ST:129434; HUSQ-B.ST:133559; CLAS-B.ST:87116; BEIJ-B.ST:83155; NIBE-B.ST:71387; VOLV-B.ST:81715; SINT.ST:85377,
2024-06-18,25,843552,RATO-B.ST:65396; SHB-B.ST:102274; BULTEN.ST:130332; HUSQ-B.ST:134835; CLAS-B.ST:88787; BEIJ-B.ST:83206; NIBE-B.ST:72367; VOLV-B.ST:81993; SINT.ST:84336,
2024-06-19,502,836002,RATO-B.ST:64304; SHB-B.ST:101596; HUSQ-B.ST:133832; NIBE-B.ST:71628; VOLV-B.ST:81931; HEXA-B.ST:76546; NEWA-B.ST:76551; ELAN-B.ST:76541; EQT.ST:76481; LUND-B.ST:76089,SELL BULTEN.ST 1566 @ 81.41 fee 87.97; SELL CLAS-B.ST 508 @ 175.26 fee 69.00; SELL BEIJ-B.ST 513 @ 162.79 fee 69.00; SELL SINT.ST 731 @ 113.95 fee 69.00; BUY HEXA-B.ST 662 @ 115.63 fee 69.00; BUY NEWA-B.ST 696 @ 109.99 fee 69.00; BUY ELAN-B.ST 801 @ 95.56 fee 69.00; BUY EQT.ST 252 @ 303.50 fee 69.00; BUY LUND-B.ST 149 @ 510.66 fee 69.00
2024-06-20,502,849571,RATO-B.ST:65601; SHB-B.ST:102444; HUSQ-B.ST:135169; NIBE-B.ST:73483; VOLV-B.ST:82859; HEXA-B.ST:78264; NEWA-B.ST:77696; ELAN-B.ST:77892; EQT.ST:78172; LUND-B.ST:77490,
2024-06-24,502,852520,RATO-B.ST:65021; SHB-B.ST:102953; HUSQ-B.ST:136140; NIBE-B.ST:72608; VOLV-B.ST:83911; HEXA-B.ST:78099; NEWA-B.ST:77898; ELAN-B.ST:77892; EQT.ST:79564; LUND-B.ST:77932,
2024-06-25,502,837081,RATO-B.ST:63621; SHB-B.ST:102105; HUSQ-B.ST:130431; NIBE-B.ST:70437; VOLV-B.ST:82797; HEXA-B.ST:77008; NEWA-B.ST:77023; ELAN-B.ST:77742; EQT.ST:78072; LUND-B.ST:77342,
2024-06-26,502,836426,RATO-B.ST:62085; SHB-B.ST:102105; HUSQ-B.ST:131464; NIBE-B.ST:70362; VOLV-B.ST:82983; HEXA-B.ST:77934; NEWA-B.ST:77157; ELAN-B.ST:77142; EQT.ST:77277; LUND-B.ST:77416,
2024-06-27,45,832285,RATO-B.ST:62324; SHB-B.ST:102359; NIBE-B.ST:68613; VOLV-B.ST:82612; HEXA-B.ST:77868; NEWA-B.ST:77023; ELAN-B.ST:76841; EQT.ST:76879; LUND-B.ST:77711; EMBRAC-B.ST:130010,SELL HUSQ-B.ST 1581 @ 82.06 fee 89.52; BUY EMBRAC-B.ST 936 @ 138.90 fee 89.71
2024-06-28,45,830480,RATO-B.ST:61539; SHB-B.ST:103801; NIBE-B.ST:67754; VOLV-B.ST:83849; HEXA-B.ST:79090; NEWA-B.ST:73724; ELAN-B.ST:74740; EQT.ST:77873; LUND-B.ST:77269; EMBRAC-B.ST:130797,
2024-07-01,45,837471,RATO-B.ST:62392; SHB-B.ST:104479; NIBE-B.ST:68070; VOLV-B.ST:84560; HEXA-B.ST:79586; NEWA-B.ST:74599; ELAN-B.ST:76991; EQT.ST:78246; LUND-B.ST:78153; EMBRAC-B.ST:130347,
2024-07-02,45,833256,RATO-B.ST:62017; SHB-B.ST:103631; NIBE-B.ST:66759; VOLV-B.ST:82426; HEXA-B.ST:79652; NEWA-B.ST:74060; ELAN-B.ST:76691; EQT.ST:78694; LUND-B.ST:78596; EMBRAC-B.ST:130684,
2024-07-03,45,840330,RATO-B.ST:62700; SHB-B.ST:105497; NIBE-B.ST:69684; VOLV-B.ST:82642; HEXA-B.ST:80016; NEWA-B.ST:74060; ELAN-B.ST:75941; EQT.ST:78271; LUND-B.ST:78375; EMBRAC-B.ST:133099,
2024-07-04,36,844315,RATO-B.ST:62563; NIBE-B.ST:69457; VOLV-B.ST:83075; NEWA-B.ST:74868; ELAN-B.ST:76541; LUND-B.ST:78596; EMBRAC-B.ST:132987; HPOL-B.ST:133142; HUSQ-B.ST:133050,SELL SHB-B.ST 884 @ 121.07 fee 73.85; SELL HEXA-B.ST 662 @ 121.32 fee 69.00; SELL EQT.ST 252 @ 314.45 fee 69.00; BUY HPOL-B.ST 1183 @ 112.55 fee 91.87; BUY HUSQ-B.ST 1580 @ 84.21 fee 91.80
2024-07-05,36,849872,RATO-B.ST:62904; NIBE-B.ST:69910; VOLV-B.ST:82395; NEWA-B.ST:74935; ELAN-B.ST:77142; LUND-B.ST:78522; EMBRAC-B.ST:138097; HPOL-B.ST:133367; HUSQ-B.ST:132564,
2024-07-08,36,852730,RATO-B.ST:62802; NIBE-B.ST:70136; VOLV-B.ST:82426; NEWA-B.ST:76955; ELAN-B.ST:76391; LUND-B.ST:78227; EMBRAC-B.ST:139726; HPOL-B.ST:133254; HUSQ-B.ST:132777,
2024-07-09,36,839802,RATO-B.ST:63075; NIBE-B.ST:67422; VOLV-B.ST:81405; NEWA-B.ST:75541; ELAN-B.ST:76091; LUND-B.ST:77563; EMBRAC-B.ST:137030; HPOL-B.ST:131229; HUSQ-B.ST:130409,
2024-07-10,36,839072,RATO-B.ST:63246; NIBE-B.ST:65281; VOLV-B.ST:82395; NEWA-B.ST:73925; ELAN-B.ST:76241; LUND-B.ST:77416; EMBRAC-B.ST:139614; HPOL-B.ST:131116; HUSQ-B.ST:129802,
2024-07-11,29,854569,RATO-B.ST:63587; NIBE-B.ST:67543; VOLV-B.ST:83385; NEWA-B.ST:75945; ELAN-B.ST:76391; HPOL-B.ST:132917; HUSQ-B.ST:137875; BULTEN.ST:108508; SHB-B.ST:108390,SELL LUND-B.ST 149 @ 524.52 fee 69.00; SELL EMBRAC-B.ST 936 @ 148.56 fee 95.95; BUY BULTEN.ST 1475 @ 73.56 fee 74.87; BUY SHB-B.ST 901 @ 120.30 fee 74.79
2024-07-12,29,862834,RATO-B.ST:65362; NIBE-B.ST:70784; VOLV-B.ST:85333; NEWA-B.ST:76686; ELAN-B.ST:73390; HPOL-B.ST:134943; HUSQ-B.ST:139848; BULTEN.ST:107379; SHB-B.ST:109081,
2024-07-15,29,852299,RATO-B.ST:64679; NIBE-B.ST:68447; VOLV-B.ST:84498; NEWA-B.ST:75743; ELAN-B.ST:76391; HPOL-B.ST:132354; HUSQ-B.ST:137541; BULTEN.ST:105262; SHB-B.ST:107353,
2024-07-16,29,862483,RATO-B.ST:65464; NIBE-B.ST:68462; VOLV-B.ST:85210; NEWA-B.ST:77696; ELAN-B.ST:77442; HPOL-B.ST:133142; HUSQ-B.ST:136934; BULTEN.ST:110060; SHB-B.ST:108044,
2024-07-17,29,877469,RATO-B.ST:66044; NIBE-B.ST:69593; VOLV-B.ST:83880; NEWA-B.ST:77157; ELAN-B.ST:76091; HPOL-B.ST:140795; HUSQ-B.ST:139575; BULTEN.ST:109777; SHB-B.ST:114527,
2024-07-18,102,856349,RATO-B.ST:61266; VOLV-B.ST:88828; ELAN-B.ST:76541; HPOL-B.ST:138994; BULTEN.ST:110060; HOLM-B.ST:76174; HEXA-B.ST:76182; EQT.ST:76091; BEIJ-B.ST:76074; CEVI.ST:76037,SELL NIBE-B.ST 1518 @ 46.57 fee 69.00; SELL NEWA-B.ST 696 @ 109.02 fee 69.00; SELL HUSQ-B.ST 1580 @ 76.72 fee 83.64; SELL SHB-B.ST 901 @ 125.96 fee 78.31; BUY HOLM-B.ST 180 @ 423.19 fee 69.00; BUY HEXA-B.ST 658 @ 115.78 fee 69.00; BUY EQT.ST 237 @ 321.06 fee 69.00; BUY BEIJ-B.ST 415 @ 183.31 fee 69.00; BUY CEVI.ST 276 @ 275.49 fee 69.00
2024-07-19,102,835286,RATO-B.ST:58467; VOLV-B.ST:87034; ELAN-B.ST:75641; HPOL-B.ST:136968; BULTEN.ST:108225; HOLM-B.ST:75330; HEXA-B.ST:75754; EQT.ST:75997; BEIJ-B.ST:71590; CEVI.ST:70177,
2024-07-22,102,840467,RATO-B.ST:58740; VOLV-B.ST:88550; ELAN-B.ST:74815; HPOL-B.ST:137644; BULTEN.ST:108225; HOLM-B.ST:76772; HEXA-B.ST:77069; EQT.ST:78102; BEIJ-B.ST:72042; CEVI.ST:68406,
2024-07-23,102,835489,RATO-B.ST:58433; VOLV-B.ST:86942; ELAN-B.ST:74590; HPOL-B.ST:135393; BULTEN.ST:110060; HOLM-B.ST:75752; HEXA-B.ST:76346; EQT.ST:78663; BEIJ-B.ST:73256; CEVI.ST:65953,
2024-07-24,102,827744,RATO-B.ST:58024; VOLV-B.ST:83694; ELAN-B.ST:74740; HPOL-B.ST:134492; BULTEN.ST:108225; HOLM-B.ST:74872; HEXA-B.ST:74670; EQT.ST:78710; BEIJ-B.ST:72762; CEVI.ST:67452,
2024-07-25,22,821536,RATO-B.ST:58126; VOLV-B.ST:83632; HPOL-B.ST:132579; BULTEN.ST:108649; HEXA-B.ST:72864; HM-B.ST:91452; NIBE-B.ST:91477; SAAB-B.ST:91385; SKA-B.ST:91350,SELL ELAN-B.ST 801 @ 93.68 fee 69.00; SELL HOLM-B.ST 180 @ 416.35 fee 69.00; SELL EQT.ST 237 @ 326.29 fee 69.00; SELL BEIJ-B.ST 415 @ 167.55 fee 69.00; SELL CEVI.ST 276 @ 251.30 fee 69.00; BUY HM-B.ST 578 @ 158.22 fee 69.00; BUY NIBE-B.ST 1971 @ 46.41 fee 69.00; BUY SAAB-B.ST 387 @ 236.14 fee 69.00; BUY SKA-B.ST 459 @ 199.02 fee 69.00
2024-07-26,22,826400,RATO-B.ST:58638; VOLV-B.ST:84251; HPOL-B.ST:133142; BULTEN.ST:112882; HEXA-B.ST:70465; HM-B.ST:91645; NIBE-B.ST:89911; SAAB-B.ST:92905; SKA-B.ST:92540,
2024-07-29,22,825397,RATO-B.ST:58672; VOLV-B.ST:83849; HPOL-B.ST:132917; BULTEN.ST:110906; HEXA-B.ST:70006; HM-B.ST:91921; NIBE-B.ST:91340; SAAB-B.ST:93578; SKA-B.ST:92187,
2024-07-30,22,827738,RATO-B.ST:58877; VOLV-B.ST:84467; HPOL-B.ST:132467; BULTEN.ST:110765; HEXA-B.ST:70794; HM-B.ST:92474; NIBE-B.ST:91947; SAAB-B.ST:93078; SKA-B.ST:92848,
2024-07-31,22,830254,RATO-B.ST:58740; VOLV-B.ST:84529; HPOL-B.ST:134718; BULTEN.ST:109636; HEXA-B.ST:71615; HM-B.ST:91811; NIBE-B.ST:92025; SAAB-B.ST:95059; SKA-B.ST:92099,
2024-08-01,195,810781,RATO-B.ST:57819; VOLV-B.ST:82364; HPOL-B.ST:130891; BULTEN.ST:108225; HEXA-B.ST:69644; NIBE-B.ST:88247; SKA-B.ST:89456; EQT.ST:61281; CEVI.ST:61221; SINT.ST:61437,SELL HM-B.ST 578 @ 158.03 fee 69.00; SELL SAAB-B.ST 387 @ 240.61 fee 69.00; BUY EQT.ST 183 @ 334.87 fee 69.00; BUY CEVI.ST 248 @ 246.86 fee 69.00; BUY SINT.ST 553 @ 111.10 fee 69.00
2024-08-02,195,786692,RATO-B.ST:55942; VOLV-B.ST:80261; HPOL-B.ST:128415; BULTEN.ST:104839; HEXA-B.ST:67345; NIBE-B.ST:84723; SKA-B.ST:87232; EQT.ST:56587; CEVI.ST:60242; SINT.ST:60912,
2024-08-05,195,770161,RATO-B.ST:54098; VOLV-B.ST:77879; HPOL-B.ST:124926; BULTEN.ST:104416; HEXA-B.ST:65229; NIBE-B.ST:85291; SKA-B.ST:85536; EQT.ST:54167; CEVI.ST:59874; SINT.ST:58549,
2024-08-06,195,772421,RATO-B.ST:53791; VOLV-B.ST:77385; HPOL-B.ST:124813; BULTEN.ST:105121; HEXA-B.ST:65899; NIBE-B.ST:85017; SKA-B.ST:85008; EQT.ST:55088; CEVI.ST:60242; SINT.ST:59862,
2024-08-07,195,781151,RATO-B.ST:54849; VOLV-B.ST:78591; HPOL-B.ST:125601; BULTEN.ST:105403; HEXA-B.ST:66326; NIBE-B.ST:85056; SKA-B.ST:87100; EQT.ST:56858; CEVI.ST:59997; SINT.ST:61175,
2024-08-08,264,781804,RATO-B.ST:54508; VOLV-B.ST:79302; HPOL-B.ST:125264; BULTEN.ST:106532; NIBE-B.ST:84880; HOLM-B.ST:82728; HUSQ-B.ST:82858; MEKO.ST:82856; LUND-B.ST:82612,SELL HEXA-B.ST 658 @ 100.65 fee 69.00; SELL SKA-B.ST 459 @ 190.29 fee 69.00; SELL EQT.ST 183 @ 308.53 fee 69.00; SELL CEVI.ST 248 @ 240.93 fee 69.00; SELL SINT.ST 553 @ 112.05 fee 69.00; BUY HOLM-B.ST 213 @ 388.40 fee 69.00; BUY HUSQ-B.ST 1258 @ 65.86 fee 69.00; BUY MEKO.ST 810 @ 102.29 fee 69.00; BUY LUND-B.ST 159 @ 519.57 fee 69.00
2024-08-09,264,784945,RATO-B.ST:55361; VOLV-B.ST:79178; HPOL-B.ST:125151; BULTEN.ST:105685; NIBE-B.ST:87111; HOLM-B.ST:82645; HUSQ-B.ST:82665; MEKO.ST:83485; LUND-B.ST:83399,
2024-08-12,264,781703,RATO-B.ST:55293; VOLV-B.ST:79086; HPOL-B.ST:124813; BULTEN.ST:104557; NIBE-B.ST:87268; HOLM-B.ST:83020; HUSQ-B.ST:82012; MEKO.ST:82070; LUND-B.ST:83320,
2024-08-13,264,787750,RATO-B.ST:55976; VOLV-B.ST:79488; HPOL-B.ST:124026; BULTEN.ST:104416; NIBE-B.ST:90596; HOLM-B.ST:83311; HUSQ-B.ST:83970; MEKO.ST:82227; LUND-B.ST:83477,
2024-08-14,264,791309,RATO-B.ST:55942; VOLV-B.ST:80230; HPOL-B.ST:124476; BULTEN.ST:104416; NIBE-B.ST:91810; HOLM-B.ST:83186; HUSQ-B.ST:84259; MEKO.ST:82542; LUND-B.ST:84185,
2024-08-15,53,800162,RATO-B.ST:56829; VOLV-B.ST:81529; HPOL-B.ST:126051; BULTEN.ST:104416; MEKO.ST:83642; PCELL.ST:69607; EMBRAC-B.ST:69527; HM-B.ST:69513; ELAN-B.ST:69575; G5EN.ST:69420,SELL NIBE-B.ST 1971 @ 47.07 fee 69.00; SELL HOLM-B.ST 213 @ 402.66 fee 69.00; SELL HUSQ-B.ST 1258 @ 67.27 fee 69.00; SELL LUND-B.ST 159 @ 533.92 fee 69.00; BUY PCELL.ST 2910 @ 23.92 fee 69.00; BUY EMBRAC-B.ST 534 @ 130.20 fee 69.00; BUY HM-B.ST 456 @ 152.44 fee 69.00; BUY ELAN-B.ST 768 @ 90.59 fee 69.00; BUY G5EN.ST 772 @ 89.92 fee 69.00
2024-08-16,53,804539,RATO-B.ST:57136; VOLV-B.ST:81776; HPOL-B.ST:126051; BULTEN.ST:104557; MEKO.ST:84900; PCELL.ST:68909; EMBRAC-B.ST:73436; HM-B.ST:70167; ELAN-B.ST:68855; G5EN.ST:68699,
2024-08-19,53,814809,RATO-B.ST:57614; VOLV-B.ST:81684; HPOL-B.ST:126502; BULTEN.ST:109777; MEKO.ST:83957; PCELL.ST:71353; EMBRAC-B.ST:76576; HM-B.ST:70820; ELAN-B.ST:68064; G5EN.ST:68410,
2024-08-20,53,808946,RATO-B.ST:56761; VOLV-B.ST:81715; HPOL-B.ST:125714; BULTEN.ST:107661; MEKO.ST:85214; PCELL.ST:68036; EMBRAC-B.ST:78338; HM-B.ST:70493; ELAN-B.ST:67056; G5EN.ST:67905,
2024-08-21,53,808023,RATO-B.ST:57546; VOLV-B.ST:81405; HPOL-B.ST:126051; BULTEN.ST:108366; MEKO.ST:85529; PCELL.ST:66697; EMBRAC-B.ST:77056; HM-B.ST:70864; ELAN-B.ST:67344; G5EN.ST:67111,
2024-08-22,1,816328,RATO-B.ST:56795; VOLV-B.ST:81807; HPOL-B.ST:126277; BULTEN.ST:108649; PCELL.ST:66872; HM-B.ST:70907; G5EN.ST:66462; HOLM-B.ST:79508; NIBE-B.ST:79585; HUSQ-B.ST:79465,SELL MEKO.ST 810 @ 118.98 fee 69.00; SELL EMBRAC-B.ST 534 @ 141.90 fee 69.00; SELL ELAN-B.ST 768 @ 86.94 fee 69.00; BUY HOLM-B.ST 199 @ 399.54 fee 69.00; BUY NIBE-B.ST 1634 @ 48.71 fee 69.00; BUY HUSQ-B.ST 1181 @ 67.29 fee 69.00
2024-08-23,1,830432,RATO-B.ST:57785; VOLV-B.ST:82890; HPOL-B.ST:127965; BULTEN.ST:109495; PCELL.ST:69433; HM-B.ST:72389; G5EN.ST:67833; HOLM-B.ST:80558; NIBE-B.ST:82052; HUSQ-B.ST:80032,
2024-08-26,1,829791,RATO-B.ST:57512; VOLV-B.ST:83045; HPOL-B.ST:128415; BULTEN.ST:109354; PCELL.ST:67803; HM-B.ST:72781; G5EN.ST:66462; HOLM-B.ST:80519; NIBE-B.ST:84616; HUSQ-B.ST:79284,
2024-08-27,1,822604,RATO-B.ST:57819; VOLV-B.ST:82333; HPOL-B.ST:127627; BULTEN.ST:108790; PCELL.ST:65591; HM-B.ST:72737; G5EN.ST:66317; HOLM-B.ST:80169; NIBE-B.ST:82344; HUSQ-B.ST:78875,
2024-08-28,1,820613,RATO-B.ST:58126; VOLV-B.ST:82488; HPOL-B.ST:128640; BULTEN.ST:106814; PCELL.ST:66639; HM-B.ST:70472; G5EN.ST:66029; HOLM-B.ST:80403; NIBE-B.ST:82376; HUSQ-B.ST:78626,
2024-08-29,25,825887,RATO-B.ST:58126; BULTEN.ST:107661; PCELL.ST:67570; HM-B.ST:70319; G5EN.ST:68121; HUSQ-B.ST:78512; NOTE.ST:125171; CEVI.ST:125270; SINT.ST:125112,SELL VOLV-B.ST 318 @ 262.12 fee 69.00; SELL HPOL-B.ST 1183 @ 109.12 fee 89.07; SELL HOLM-B.ST 199 @ 406.96 fee 69.00; SELL NIBE-B.ST 1634 @ 50.61 fee 69.00; BUY NOTE.ST 999 @ 125.30 fee 86.37; BUY CEVI.ST 487 @ 257.23 fee 86.44; BUY SINT.ST 1166 @ 107.30 fee 86.33
