date,portfolio_value,cash,positions_count
2020-06-23,688582,68883,9
2020-06-24,672667,68883,9
2020-06-25,677421,68883,9
2020-06-26,678002,68883,9
2020-06-29,678398,146635,8
2020-06-30,722254,146635,8
2020-07-01,725318,146635,8
2020-07-02,744262,146635,8
2020-07-03,745092,146635,8
2020-07-06,763601,85167,9
2020-07-07,824496,85167,9
2020-07-08,824230,85167,9
2020-07-09,823213,85167,9
2020-07-10,817233,85167,9
2020-07-13,824008,2,10
2020-07-14,845546,2,10
2020-07-15,874142,2,10
2020-07-16,893036,2,10
2020-07-17,908761,2,10
2020-07-20,918796,197,10
2020-07-21,959290,197,10
2020-07-22,969698,56871,9
2020-07-23,960083,56871,9
2020-07-24,930306,143274,8
2020-07-27,937654,208770,8
2020-07-28,1001119,208770,8
2020-07-29,1004049,208770,8
2020-07-30,987503,208770,8
2020-07-31,989727,208770,8
2020-08-03,1001439,108956,9
2020-08-04,1077424,108956,9
2020-08-05,1089696,108956,9
2020-08-06,1089858,108956,9
2020-08-07,1096896,108956,9
2020-08-10,1106204,255315,8
2020-08-11,1191252,255315,8
2020-08-12,1188428,255315,8
2020-08-13,1192732,255315,8
2020-08-14,1180831,255315,8
2020-08-17,1192436,397701,7
2020-08-18,1252063,397701,7
2020-08-19,1269589,397701,7
2020-08-20,1266667,397701,7
2020-08-21,1276119,397701,7
2020-08-24,1300251,135248,9
2020-08-25,1363846,135248,9
2020-08-26,1367486,135248,9
2020-08-27,1355896,135248,9
2020-08-28,1372681,295314,8
2020-08-31,1410014,144873,9
2020-09-01,1438348,144873,9
2020-09-02,1445385,144873,9
2020-09-03,1417294,144873,9
2020-09-04,1419565,284762,8
2020-09-07,1440342,316464,8
2020-09-08,1497675,316464,8
2020-09-09,1514513,488857,7
2020-09-10,1529281,488857,7
2020-09-11,1531461,629384,6
2020-09-14,1532123,167549,9
2020-09-15,1682129,167549,9
2020-09-16,1686546,167549,9
2020-09-17,1687279,167549,9
2020-09-18,1691661,167549,9
2020-09-21,1631854,383293,8
2020-09-22,1837273,558672,7
2020-09-23,1870342,558672,7
2020-09-24,1853955,742703,6
2020-09-25,1877702,742703,6
2020-09-28,1895708,614010,7
2020-09-29,2033415,614010,7
2020-09-30,2030683,614010,7
2020-10-01,2018836,614010,7
2020-10-02,1997480,802468,6
2020-10-05,2023960,24,10
2020-10-06,2055778,24,10
2020-10-07,2054021,24,10
2020-10-08,2074641,24,10
2020-10-09,2043806,24,10
2020-10-12,2095491,268556,8
2020-10-13,2177966,268556,8
2020-10-14,2193416,268556,8
2020-10-15,2151887,268556,8
2020-10-16,2162649,563625,7
2020-10-19,2197815,53,10
2020-10-20,2318507,53,10
2020-10-21,2268947,53,10
2020-10-22,2242805,448862,8
2020-10-23,2268861,661789,7
2020-10-26,2230776,257129,9
2020-10-27,2556101,257129,9
2020-10-28,2462577,478488,8
2020-10-29,2460331,740177,7
2020-10-30,2530661,740177,7
2020-11-02,2533848,270377,9
2020-11-03,2746653,270377,9
2020-11-04,2806047,270377,9
2020-11-05,2851113,270377,9
2020-11-06,2867702,270377,9
2020-11-09,2929502,309313,9
2020-11-10,3045824,309313,9
2020-11-11,3037404,672230,8
2020-11-12,3086282,672230,8
2020-11-13,3102791,672230,8
2020-11-16,3132013,25,10
2020-11-17,3349799,25,10
2020-11-18,3346721,25,10
2020-11-19,3335221,25,10
2020-11-20,3345898,25,10
2020-11-23,3287046,364379,9
2020-11-24,3488832,364379,9
2020-11-25,3463882,364379,9
2020-11-26,3485361,364379,9
2020-11-27,3505233,364379,9
2020-11-30,3507386,86,10
2020-12-01,3902887,86,10
2020-12-02,3883722,86,10
2020-12-03,3878704,86,10
2020-12-04,3898194,86,10
2020-12-07,3902841,436115,9
2020-12-08,4251500,436115,9
2020-12-09,4258427,436115,9
2020-12-10,4229082,436115,9
2020-12-11,4247802,436115,9
2020-12-14,4282665,963333,8
2020-12-15,4607506,963333,8
2020-12-16,4656464,963333,8
2020-12-17,4680162,963333,8
2020-12-18,4707019,963333,8
2020-12-21,4684005,145,10
2020-12-22,4901100,145,10
2020-12-23,4929976,459124,9
2020-12-28,4971957,459124,9
2020-12-29,5023124,459124,9
2020-12-30,4964925,79,10
2021-01-04,5239909,79,10
2021-01-05,5272839,79,10
2021-01-07,5345288,79,10
2021-01-08,5309725,79,10
2021-01-11,5263336,618334,9
2021-01-12,5990261,618334,9
2021-01-13,6095363,618334,9
2021-01-14,6116806,618334,9
2021-01-15,6025910,618334,9
2021-01-18,6073223,676188,9
2021-01-19,6626275,676188,9
2021-01-20,6664141,676188,9
2021-01-21,6712322,676188,9
2021-01-22,6692847,676188,9
2021-01-25,6547264,729096,9
2021-01-26,7266293,729096,9
2021-01-27,7118833,729096,9
2021-01-28,7081946,1400442,8
2021-01-29,7186483,1400442,8
2021-02-01,7327791,744885,9
2021-02-02,7666447,744885,9
2021-02-03,7779635,744885,9
2021-02-04,7815081,744885,9
2021-02-05,7707977,744885,9
2021-02-08,7729085,1663474,8
2021-02-09,8248160,1663474,8
2021-02-10,8161505,2485972,7
2021-02-11,8537258,2485972,7
2021-02-12,8572372,2485972,7
2021-02-15,8562187,11,10
2021-02-16,9120530,11,10
2021-02-17,8984924,11,10
2021-02-18,8913974,11,10
2021-02-19,9044406,1842394,8
2021-02-22,9013747,47,10
2021-02-23,9418747,910464,9
2021-02-24,9596262,1838336,8
2021-02-25,9617773,1838336,8
2021-02-26,9615789,1838336,8
2021-03-01,9764552,1050059,9
2021-03-02,10423513,1050059,9
2021-03-03,10433860,1050059,9
2021-03-04,10342662,1050059,9
2021-03-05,10218560,1050059,9
2021-03-08,10396119,11,10
2021-03-09,11030087,11,10
2021-03-10,11058188,11,10
2021-03-11,11229185,11,10
2021-03-12,11167077,11,10
2021-03-15,11113269,1189521,9
2021-03-16,12055194,1189521,9
2021-03-17,11949061,1189521,9
2021-03-18,11934116,2326317,8
2021-03-19,11915778,2326317,8
2021-03-22,11987297,158,10
2021-03-23,12616174,158,10
2021-03-24,12561187,158,10
2021-03-25,12504783,1166605,9
2021-03-26,12721939,2550462,8
2021-03-29,12791217,33,10
2021-03-30,14011128,33,10
2021-03-31,14268603,33,10
2021-04-01,14440381,33,10
2021-04-06,14770435,33,10
2021-04-07,14771987,1666098,9
2021-04-08,15918845,1666098,9
2021-04-09,15990978,1666098,9
2021-04-12,15789362,1666098,9
2021-04-13,15988134,1666098,9
2021-04-14,16120917,28,10
2021-04-15,16502933,28,10
2021-04-16,16818706,28,10
2021-04-19,16819220,28,10
2021-04-20,16678387,28,10
2021-04-21,16791808,3778688,8
2021-04-22,18685092,3778688,8
2021-04-23,18800340,3778688,8
2021-04-26,18964634,3778688,8
2021-04-27,18939492,3778688,8
2021-04-28,18788356,13,10
2021-04-29,19622412,13,10
2021-04-30,19703602,13,10
2021-05-03,19951889,13,10
2021-05-04,19215846,13,10
2021-05-05,19462635,2352745,8
2021-05-06,20387376,2352745,8
2021-05-07,20702361,4253307,7
2021-05-10,20645079,4253307,7
2021-05-11,20355963,4253307,7
2021-05-12,20517687,2157211,9
2021-05-14,21925023,2157211,9
2021-05-17,22130864,2157211,9
2021-05-18,22405506,2157211,9
2021-05-19,22109747,2157211,9
2021-05-20,22332320,2456878,9
2021-05-21,23854041,2456878,9
2021-05-24,23852260,2456878,9
2021-05-25,23798173,2456878,9
2021-05-26,23672990,2456878,9
2021-05-27,23801665,2483175,9
2021-05-28,25186590,2483175,9
2021-05-31,25307981,2483175,9
2021-06-01,25393432,2483175,9
2021-06-02,25305750,2483175,9
2021-06-03,25222819,2716758,9
2021-06-04,26638417,2716758,9
2021-06-07,26682960,2716758,9
2021-06-08,26728136,2716758,9
2021-06-09,26906410,2716758,9
2021-06-10,26777183,8622641,7
2021-06-11,28161931,8622641,7
2021-06-14,28200368,11241696,6
2021-06-15,28512690,11241696,6
2021-06-16,28546917,11241696,6
2021-06-17,28513243,2981609,9
2021-06-18,29238698,2981609,9
2021-06-21,29079619,2981609,9
2021-06-22,28947756,2981609,9
2021-06-23,28795737,2981609,9
2021-06-24,29210770,3043367,9
2021-06-28,30248184,3043367,9
2021-06-29,30557655,6256942,8
2021-06-30,30566885,6256942,8
2021-07-01,30483072,6256942,8
2021-07-02,30718348,49,10
2021-07-05,33077029,49,10
2021-07-06,33219808,49,10
2021-07-07,33632322,49,10
2021-07-08,33169626,49,10
2021-07-09,33339964,3732699,9
2021-07-12,36129841,3732699,9
2021-07-13,35954917,3732699,9
2021-07-14,35682701,6995317,8
2021-07-15,36070646,6995317,8
2021-07-16,36150600,3793414,9
2021-07-19,36748053,3793414,9
2021-07-20,36874744,7772170,8
2021-07-21,38119913,11871127,7
2021-07-22,38894450,11871127,7
2021-07-23,39349976,4248247,9
2021-07-26,41580555,4248247,9
2021-07-27,41401893,4248247,9
2021-07-28,41514094,4248247,9
2021-07-29,41616748,4248247,9
2021-07-30,41342574,4706035,9
2021-08-02,45459017,4706035,9
2021-08-03,45507876,4706035,9
2021-08-04,45863295,4706035,9
2021-08-05,45450215,9412738,8
2021-08-06,45711670,9915701,8
2021-08-09,48600833,9915701,8
2021-08-10,49119147,9915701,8
2021-08-11,49031505,9915701,8
2021-08-12,49116133,9915701,8
2021-08-13,49146365,48,10
2021-08-16,52054971,48,10
2021-08-17,51814008,48,10
2021-08-18,52078472,48,10
2021-08-19,51600865,48,10
2021-08-20,51734745,5892797,9
2021-08-23,57096718,5892797,9
2021-08-24,56728867,5892797,9
2021-08-25,56856422,5892797,9
2021-08-26,57224605,5892797,9
2021-08-27,57514552,6497278,9
2021-08-30,61429047,6497278,9
2021-08-31,61284422,6497278,9
2021-09-01,61311102,6497278,9
2021-09-02,63536789,6497278,9
2021-09-03,63588613,6672731,9
2021-09-06,67341053,6672731,9
2021-09-07,66700820,6672731,9
2021-09-08,65883772,6672731,9
2021-09-09,65731027,13218147,8
2021-09-10,65593475,8046177,8
2021-09-13,69996788,8046177,8
2021-09-14,70117232,8046177,8
2021-09-15,69272892,8046177,8
2021-09-16,69563286,8046177,8
2021-09-17,69854576,15305856,8
2021-09-20,75462585,15305856,8
2021-09-21,74992878,15305856,8
2021-09-22,76487481,23579295,7
2021-09-23,78226209,23579295,7
2021-09-24,77159469,8230325,9
2021-09-27,79281927,8230325,9
2021-09-28,77385000,15544548,8
2021-09-29,77475999,40408649,5
2021-09-30,80396788,59000658,3
2021-10-01,83106448,32,10
2021-10-04,83760425,32,10
2021-10-05,84215901,16354948,8
2021-10-06,84231043,16354948,8
2021-10-07,85313604,24865801,7
2021-10-08,86284852,55,10
2021-10-11,89671577,55,10
2021-10-12,91538811,55,10
2021-10-13,94471060,55,10
2021-10-14,95724524,55,10
2021-10-15,95913112,165,10
2021-10-18,105243975,165,10
2021-10-19,106141942,165,10
2021-10-20,104994274,165,10
2021-10-21,106337800,165,10
2021-10-22,106706258,11647892,9
2021-10-25,111486729,11647892,9
2021-10-26,112964320,11647892,9
2021-10-27,112332641,11647892,9
2021-10-28,111657725,11647892,9
2021-10-29,110065355,11672988,9
2021-11-01,115445581,11672988,9
2021-11-02,115603367,11672988,9
2021-11-03,115861048,11672988,9
2021-11-04,118082544,11672988,9
2021-11-05,118906485,26608852,8
2021-11-08,127825949,26608852,8
2021-11-09,127959232,26608852,8
2021-11-10,127871527,26608852,8
2021-11-11,129426702,26608852,8
2021-11-12,131734989,27497042,8
2021-11-15,139457023,27497042,8
2021-11-16,139214605,27497042,8
2021-11-17,138088029,27497042,8
2021-11-18,138036955,40334364,7
2021-11-19,137610829,29794715,8
2021-11-22,147136026,29794715,8
2021-11-23,144082072,29794715,8
2021-11-24,143048569,58093747,6
2021-11-25,144354890,73817241,5
2021-11-26,143913710,30342087,8
2021-11-29,151351408,43543199,7
2021-11-30,151429226,43543199,7
2021-12-01,153110549,43543199,7
