Total trades: 3708
Final portfolio value: 87804365381
Max single position value seen: 10950299274.786922
Max shares for any ticker: 402601398
Trades with shares > 1,000,000 found:
date,action,ticker,price,shares,fee,cash_after,reason 
2023-04-18,SELL,NEWA-B.ST,97.94999694824219,8359353,564971.0345791026,818233765.217371,REBALANCE_OUT_random
2023-04-18,SELL,SINT.ST,119.0,6806146,558852.6480599999,1627606286.5693111,REBALANCE_OUT_random
2023-04-18,SELL,BULTEN.ST,91.4000015258789,8423284,531222.8376125088,2396963234.18461,REBALANCE_OUT_random
2023-04-18,SELL,ELUX-B.ST,135.1999969482422,5239527,488784.98374306044,3104858483.6110992,REBALANCE_OUT_random
2023-04-18,SELL,EMBRAC-B.ST,268.67999267578125,2451088,454405.23106250976,3762962384.267732,REBALANCE_OUT_random
2023-04-18,SELL,HEXA-B.ST,117.1500015258789,5660190,457532.9743243675,4425596118.430172,REBALANCE_OUT_random
2023-04-18,BUY,CLAS-B.ST,74.56546020507812,9891970,508943.51381553034,2949380143.5159535,REBALANCE_IN_random
2023-04-18,BUY,EQT.ST,201.902587890625,3653243,508943.45896638423,2211271984.1636767,REBALANCE_IN_random
2023-04-18,BUY,NIBE-B.ST,120.2619400024414,6133273,508943.5235857697,1473163731.0954971,REBALANCE_IN_random
2023-04-18,BUY,SOBI.ST,258.0873718261719,2857944,508943.48649260006,735055531.8226275,REBALANCE_IN_random
2023-04-18,BUY,SWED-A.ST,156.0334930419922,4707634,506838.5181184396,116.32126331329346,REBALANCE_IN_random
2023-04-25,SELL,VOLV-B.ST,215.9499969482422,3591931,535217.4670569246,775142387.342503,REBALANCE_OUT_random
2023-04-25,SELL,SOBI.ST,252.16531372070312,2857944,497265.2982957788,1495319467.4004083,REBALANCE_OUT_random
2023-04-25,SELL,SAVE.ST,166.3000030517578,4223403,484622.8329342741,2197186776.356277,REBALANCE_OUT_random
2023-04-25,SELL,MEKO.ST,120.0,5774069,478092.91319999995,2889596963.443077,REBALANCE_OUT_random
2023-04-25,SELL,SWED-A.ST,184.3000030517578,4707634,598655.7027909255,3756615268.3068447,REBALANCE_OUT_random
2023-04-25,SELL,NIBE-B.ST,123.05000305175781,6133273,520742.490343412,4510793787.183765,REBALANCE_OUT_random
2023-04-25,SELL,EQT.ST,209.89999389648438,3653243,529102.8215476383,5277080367.764592,REBALANCE_OUT_random
2023-04-25,BUY,CEVI.ST,158.38735961914062,4759651,520169.30267303553,4522691643.863317,REBALANCE_IN_random
2023-04-25,BUY,ELAN-B.ST,118.71800231933594,6350078,520169.3165650552,3768302899.8147874,REBALANCE_IN_random
2023-04-25,BUY,EMBRAC-B.ST,295.3500061035156,2552458,520169.2552564874,3013914244.6805634,REBALANCE_IN_random
2023-04-25,BUY,HM-B.ST,137.37327575683594,5487738,520169.2964331344,2259525529.828863,REBALANCE_IN_random
2023-04-25,BUY,NEWA-B.ST,84.69560241699219,8900918,520169.342331232,1505136748.4122825,REBALANCE_IN_random
2023-04-25,BUY,PCELL.ST,85.62000274658203,8804818,520169.29352677683,750748037.7756008,REBALANCE_IN_random
2023-04-25,BUY,SINT.ST,102.31206512451172,7332765,517658.9278536907,48.625006914138794,REBALANCE_IN_random
2023-04-27,SELL,SINT.ST,105.0,7332765,531258.82425,769409114.8007569,STOP_LOSS_random
2023-05-03,SELL,NEWA-B.ST,103.0,8900918,632588.24226,1685571080.558497,REBALANCE_OUT_random
2023-05-03,SELL,EMBRAC-B.ST,302.2200012207031,2552458,532268.6633142974,2456442671.770976,REBALANCE_OUT_random
2023-05-03,SELL,PCELL.ST,84.4000015258789,8804818,512757.39031820936,3199056567.015744,REBALANCE_OUT_random
2023-05-03,SELL,HM-B.ST,147.36000061035156,5487738,557984.4217703202,4007171657.6234236,REBALANCE_OUT_random
2023-05-03,SELL,SHB-B.ST,109.5999984741211,6562235,496262.4527309086,4725896341.1575165,REBALANCE_OUT_random
2023-05-03,BUY,BEIJ-B.ST,164.30010986328125,4793967,543478.0202988519,3937703558.3562727,REBALANCE_IN_random
2023-05-03,BUY,EQT.ST,204.2266387939453,3856741,543477.9832788716,3149510829.2441945,REBALANCE_IN_random
2023-05-03,BUY,HEXA-B.ST,117.49777221679688,6703526,543478.0659881891,2361317980.180831,REBALANCE_IN_random
2023-05-03,BUY,HPOL-B.ST,106.79804992675781,7375128,543478.0089685583,1573125213.8116329,REBALANCE_IN_random
2023-05-03,BUY,LUND-B.ST,478.1211242675781,1647384,543477.8722244897,784932645.7589885,REBALANCE_IN_random
2023-05-10,SELL,BEIJ-B.ST,165.10000610351562,4793967,546123.9468624362,1575870502.7721786,REBALANCE_OUT_random
2023-05-10,SELL,ELAN-B.ST,126.4000015258789,6350078,553828.4095337206,2377966543.252095,REBALANCE_OUT_random
2023-05-10,SELL,HEXA-B.ST,115.0,6703526,531924.7881,3148340108.463995,REBALANCE_OUT_random
2023-05-10,SELL,HPOL-B.ST,116.69999694824219,7375128,593867.4164140979,4008423656.140476,REBALANCE_OUT_random
2023-05-10,SELL,CLAS-B.ST,78.69999694824219,9891970,537163.6260803512,5517331219.846699,REBALANCE_OUT_random
2023-05-10,SELL,EQT.ST,206.1999969482422,3856741,548729.3878768107,6312042472.888983,REBALANCE_OUT_random
2023-05-10,BUY,BULTEN.ST,90.7635726928711,8692973,544413.6478938393,5522492772.438423,REBALANCE_IN_random
2023-05-10,BUY,HM-B.ST,129.5970001220703,6088144,544413.5871107153,4732943160.140131,REBALANCE_IN_random
2023-05-10,BUY,NEWA-B.ST,93.35456848144531,8451705,544413.6385131569,3943393473.294144,REBALANCE_IN_random
2023-05-10,BUY,SAVE.ST,143.74554443359375,5488902,544413.5923695227,3153843853.369133,REBALANCE_IN_random
2023-05-10,BUY,SKA-B.ST,138.4323272705078,5699574,544413.6523566293,2364294146.446299,REBALANCE_IN_random
2023-05-17,SELL,NEWA-B.ST,102.5,8451705,597746.8361249999,3229996162.110174,REBALANCE_OUT_random
2023-05-17,SELL,BULTEN.ST,109.0,8692973,653798.49933,4176876420.610844,REBALANCE_OUT_random
2023-05-17,SELL,CEVI.ST,182.0,4759651,597716.97258,5042535185.638264,REBALANCE_OUT_random
2023-05-17,SELL,SAVE.ST,152.1999969482422,5488902,576433.4986779483,5877369619.788786,REBALANCE_OUT_random
2023-05-17,SELL,SKA-B.ST,147.5500030517578,5699574,580270.7911546665,6717761510.091351,REBALANCE_OUT_random
2023-05-17,SELL,HM-B.ST,144.33999633789062,6088144,606346.25103854,7595917846.504863,REBALANCE_OUT_random
2023-05-17,BUY,BEIJ-B.ST,158.01109313964844,5341339,582353.6618114113,6751344678.623615,REBALANCE_IN_random
2023-05-17,BUY,EMBRAC-B.ST,251.72999572753906,3352762,582353.6271154642,5906771561.061045,REBALANCE_IN_random
2023-05-17,BUY,G5EN.ST,169.57391357421875,4977126,582353.6065786779,5062198473.282469,REBALANCE_IN_random
2023-05-17,BUY,NIBE-B.ST,111.03951263427734,7600815,582353.6473240802,4217625326.41184,REBALANCE_IN_random
2023-05-17,BUY,PCELL.ST,88.91999816894531,9491575,582353.6738180809,3373052141.1176147,REBALANCE_IN_random
2023-05-17,BUY,SHB-B.ST,97.73604583740234,8635410,582353.6710334861,2528478959.861819,REBALANCE_IN_random
2023-05-17,BUY,VOLV-B.ST,194.30239868164062,4343697,582353.6149099099,1683905860.0006626,REBALANCE_IN_random
2023-05-23,SELL,PCELL.ST,83.5999984741211,9491575,547512.0023067341,2476854003.515362,STOP_LOSS_random
2023-05-25,SELL,LUND-B.ST,461.1000061035156,1647384,524130.0529938354,3235938645.917202,REBALANCE_OUT_random
2023-05-25,SELL,VOLV-B.ST,201.60000610351562,4343697,604225.6457811575,4111023761.9832435,REBALANCE_OUT_random
2023-05-25,SELL,EMBRAC-B.ST,140.5500030517578,3352762,325149.18943895417,4581929322.125622,REBALANCE_OUT_random
2023-05-25,SELL,G5EN.ST,197.0,4977126,676540.7371799999,5561746603.388442,REBALANCE_OUT_random
2023-05-25,SELL,SHB-B.ST,106.4000015258789,8635410,633977.2696518471,6479920263.29538,REBALANCE_OUT_random
2023-05-25,SELL,NIBE-B.ST,108.0,7600815,566412.7337999999,7300241870.56158,REBALANCE_OUT_random
2023-05-25,BUY,CEVI.ST,190.83302307128906,4250511,559685.1259721599,5676847152.320082,REBALANCE_IN_random
2023-05-25,BUY,HOLM-B.ST,395.6573486328125,2050102,559685.16600531,4865149545.40725,REBALANCE_IN_random
2023-05-25,BUY,HPOL-B.ST,102.65145111083984,7901865,559685.1570250499,4053451951.5182686,REBALANCE_IN_random
2023-05-25,BUY,NOTE.ST,231.4188995361328,3505063,559685.0973627232,3241754444.15609,REBALANCE_IN_random
2023-05-25,BUY,PCELL.ST,80.62000274658203,10061249,559685.1661896915,2430056836.9758544,REBALANCE_IN_random
2023-05-25,BUY,SKA-B.ST,136.473388671875,5943561,559685.1582091186,1618359241.3696473,REBALANCE_IN_random
2023-06-01,SELL,BEIJ-B.ST,161.0,5341339,593369.34951,2477721451.0201373,REBALANCE_OUT_random
2023-06-01,SELL,CEVI.ST,203.0,4250511,595369.07577,3339979814.9443674,REBALANCE_OUT_random
2023-06-01,SELL,PCELL.ST,77.73999786376953,10061249,539691.4182791287,4121601599.2929416,REBALANCE_OUT_random
2023-06-01,SELL,SKA-B.ST,143.89999389648438,5943561,590142.0902201339,4976289848.826104,REBALANCE_OUT_random
2023-06-01,SELL,HPOL-B.ST,110.0,7901865,599751.5534999999,5844895247.272604,REBALANCE_OUT_random
2023-06-01,SELL,HOLM-B.ST,410.5,2050102,580681.14099,6685881437.131614,REBALANCE_OUT_random
2023-06-01,SELL,NOTE.ST,252.39999389648438,3505063,610427.7370666873,7569948889.20134,REBALANCE_OUT_random
2023-06-01,BUY,BULTEN.ST,88.63340759277344,9479933,579764.7482234166,7561569761.126353,REBALANCE_IN_random
2023-06-01,BUY,CLAS-B.ST,68.78555297851562,12215338,579764.7576131378,6720751217.219265,REBALANCE_IN_random
2023-06-01,BUY,EQT.ST,197.33287048339844,4257977,579764.7884649797,5879932628.56851,REBALANCE_IN_random
2023-06-01,BUY,HEXA-B.ST,125.12813568115234,6715027,579764.778595435,5039114054.231314,REBALANCE_IN_random
2023-06-01,BUY,NIBE-B.ST,102.29391479492188,8213966,579764.7293113458,4198295551.369617,REBALANCE_IN_random
2023-06-01,BUY,SHB-B.ST,98.83832550048828,8501143,579764.7298825362,3357477047.679537,REBALANCE_IN_random
2023-06-01,BUY,SINT.ST,92.14718627929688,9118442,579764.7537501653,2516658509.374822,REBALANCE_IN_random
2023-06-01,BUY,SOBI.ST,202.4963836669922,4149401,579764.7008500987,1675840047.789771,REBALANCE_IN_random
2023-06-01,BUY,SWED-A.ST,145.46873474121094,5776078,579764.7433143154,835021524.6199126,REBALANCE_IN_random
2023-06-01,BUY,VOLV-B.ST,192.64047241210938,4331622,575767.5387895734,48.69043695926666,REBALANCE_IN_random
2023-06-09,SELL,SINT.ST,101.0,9118442,635464.22298,920327226.4674569,REBALANCE_OUT_random
2023-06-09,SELL,BULTEN.ST,97.0,9479933,634491.9156899999,1839246235.5517669,REBALANCE_OUT_random
2023-06-09,SELL,VOLV-B.ST,214.0,4331622,639607.30452,2765573736.2472467,REBALANCE_OUT_random
2023-06-09,SELL,SOBI.ST,213.19430541992188,4149401,610393.7782315732,3649592006.5727444,REBALANCE_OUT_random
2023-06-09,SELL,SHB-B.ST,109.0,8501143,639370.96503,4575577222.607715,REBALANCE_OUT_random
2023-06-09,SELL,SWED-A.ST,178.0,5776078,709417.89996,5603009688.707754,REBALANCE_OUT_random
2023-06-09,SELL,CLAS-B.ST,72.05000305175781,12215338,607279.4467229947,6482517549.439284,REBALANCE_OUT_random
2023-06-09,SELL,EQT.ST,217.3000030517578,4257977,638428.3064150771,7407137536.227184,REBALANCE_OUT_random
2023-06-09,BUY,G5EN.ST,167.71788024902344,5520533,638865.5438972997,6480606578.078505,REBALANCE_IN_random
2023-06-09,BUY,HOLM-B.ST,399.96734619140625,2314919,638865.4862638641,5554075703.514176,REBALANCE_IN_random
2023-06-09,BUY,LUND-B.ST,456.6159973144531,2027726,638865.5695416082,4627544708.174188,REBALANCE_IN_random
2023-06-09,BUY,MEKO.ST,97.48580169677734,9497713,638865.5946027238,3701013676.488681,REBALANCE_IN_random
2023-06-09,BUY,NEWA-B.ST,87.64911651611328,10563622,638865.5735020225,2774482675.405001,REBALANCE_IN_random
2023-06-09,BUY,NOTE.ST,226.24217224121094,4092482,638865.4921012582,1847951792.3748446,REBALANCE_IN_random
2023-06-09,BUY,RATO-B.ST,29.724605560302734,31149015,638865.6072821977,921420742.3006091,REBALANCE_IN_random
2023-06-16,SELL,G5EN.ST,194.0,5520533,738978.54738,1991665165.7532291,REBALANCE_OUT_random
2023-06-16,SELL,NEWA-B.ST,93.69999694824219,10563622,682969.8309220449,2980793545.084691,REBALANCE_OUT_random
2023-06-16,SELL,HOLM-B.ST,410.0,2314919,654890.5851,3929255444.499591,REBALANCE_OUT_random
2023-06-16,SELL,HEXA-B.ST,132.89999389648438,6715027,615774.6626471621,4821066717.151671,REBALANCE_OUT_random
2023-06-16,BUY,CEVI.ST,179.29701232910156,5377743,665307.1445518803,3856188157.03338,REBALANCE_IN_random
2023-06-16,BUY,HPOL-B.ST,111.12895202636719,8676526,665307.136710574,2891309608.287142,REBALANCE_IN_random
2023-06-16,BUY,SHB-B.ST,100.85918426513672,9559995,665307.1751223621,1926431003.8332338,REBALANCE_IN_random
2023-06-16,BUY,SKA-B.ST,135.72711181640625,7104058,665307.1594162023,961552422.1575823,REBALANCE_IN_random
2023-06-19,SELL,RATO-B.ST,30.0,31149015,644784.6105,1895378087.5470824,STOP_LOSS_random
2023-06-22,SELL,NOTE.ST,219.39999389648438,4092482,619544.4628168158,2792649068.905738,STOP_LOSS_random
2023-06-22,SELL,CEVI.ST,177.0,5377743,656783.7525899999,3743852796.1531477,STOP_LOSS_random
2023-06-22,SELL,HPOL-B.ST,109.5999984741211,8676526,656153.5930888637,4694143878.920731,STOP_LOSS_random
2023-06-26,SELL,LUND-B.ST,445.29998779296875,2027726,623032.9905027648,5596467208.977714,REBALANCE_OUT_random
2023-06-26,SELL,SHB-B.ST,105.0,9559995,692621.63775,6599574062.339964,REBALANCE_OUT_random
2023-06-26,SELL,NIBE-B.ST,100.9000015258789,8213966,571864.535534127,7427791379.737947,REBALANCE_OUT_random
2023-06-26,SELL,MEKO.ST,100.69999694824219,9497713,659929.5723795433,8383551120.280848,REBALANCE_OUT_random
2023-06-26,BUY,ELUX-B.ST,140.25,6641751,642738.8486474999,7451402803.6822,REBALANCE_IN_random
2023-06-26,BUY,EMBRAC-B.ST,162.0,5750035,642738.9123,6519254394.7699,REBALANCE_IN_random
2023-06-26,BUY,HEXA-B.ST,128.22019958496094,7264890,642738.8955763229,5587106010.111537,REBALANCE_IN_random
2023-06-26,BUY,HOLM-B.ST,366.924072265625,2538687,642738.7068509839,4654957899.156883,REBALANCE_IN_random
2023-06-26,BUY,HPOL-B.ST,102.28286743164062,9107152,642738.8782801025,3722809539.5828023,REBALANCE_IN_random
2023-06-26,BUY,SINT.ST,85.88299560546875,10846217,642738.8687934027,2790661193.7670484,REBALANCE_IN_random
2023-06-26,BUY,SWED-A.ST,154.1942901611328,6041116,642738.8594467328,1858512861.5065396,REBALANCE_IN_random
2023-07-03,SELL,SINT.ST,100.0,10846217,748388.973,2942386172.53354,REBALANCE_OUT_random
2023-07-03,SELL,ELUX-B.ST,150.0,6641751,687421.2285,3937961401.30504,REBALANCE_OUT_random
2023-07-03,SELL,EMBRAC-B.ST,161.75999450683594,5750035,641786.6847097389,4867445244.634444,REBALANCE_OUT_random
2023-07-03,SELL,HOLM-B.ST,388.0,2538687,679657.2836399999,5851776143.350804,REBALANCE_OUT_random
2023-07-03,SELL,SWED-A.ST,182.4499969482422,6041116,760519.1010771442,6953217220.013704,REBALANCE_OUT_random
2023-07-03,BUY,CEVI.ST,174.017822265625,5708132,685388.5228928613,5959215131.646085,REBALANCE_IN_random
2023-07-03,BUY,CLAS-B.ST,77.57482147216797,12804628,685388.544471091,4965213011.984091,REBALANCE_IN_random
2023-07-03,BUY,EQT.ST,201.91749572753906,4919418,685388.4284679153,3971211060.5586443,REBALANCE_IN_random
2023-07-03,BUY,HM-B.ST,169.51963806152344,5859596,685388.4492436578,2977209079.0026503,REBALANCE_IN_random
2023-07-03,BUY,PCELL.ST,84.05999755859375,11816759,685388.5455564386,1983206957.766603,REBALANCE_IN_random
2023-07-03,BUY,VOLV-B.ST,212.91592407226562,4665300,685388.4957962951,989204908.6964658,REBALANCE_IN_random
2023-07-07,SELL,PCELL.ST,78.80000305175781,11816759,642500.8452307017,1919723053.1131217,STOP_LOSS_random
2023-07-10,SELL,CLAS-B.ST,81.5,12804628,720068.25558,2962580166.857542,REBALANCE_OUT_random
2023-07-10,SELL,VOLV-B.ST,216.75,4665300,697730.6047499999,3973086211.252792,REBALANCE_OUT_random
2023-07-10,SELL,HEXA-B.ST,124.1500015258789,7264890,622335.9121638862,4874399979.92597,REBALANCE_OUT_random
2023-07-10,SELL,EQT.ST,199.64999389648438,4919418,677691.6238352362,5855884061.97639,REBALANCE_OUT_random
2023-07-10,BUY,BULTEN.ST,88.81864166259766,10988466,673426.6306121901,4879230011.27014,REBALANCE_IN_random
2023-07-10,BUY,PCELL.ST,83.86000061035156,11638214,673426.6368689474,3902575951.4898686,REBALANCE_IN_random
2023-07-10,BUY,SHB-B.ST,99.20574951171875,9837944,673426.6196402783,2925921916.695912,REBALANCE_IN_random
2023-07-10,BUY,SINT.ST,96.23253631591797,10141899,673426.6580426118,1949267826.207997,REBALANCE_IN_random
2023-07-10,BUY,SWED-A.ST,155.30636596679688,6284228,673426.6233748865,972613785.9978302,REBALANCE_IN_random
2023-07-13,SELL,BULTEN.ST,84.9000015258789,10988466,643715.3383152772,1904890850.8265834,STOP_LOSS_random
2023-07-17,SELL,SINT.ST,109.5,10141899,766271.1789449999,3014662520.1476383,REBALANCE_OUT_random
2023-07-17,SELL,SKA-B.ST,155.0500030517578,7104058,760024.1080601065,4115386710.619443,REBALANCE_OUT_random
2023-07-17,SELL,HPOL-B.ST,114.69999694824219,9107152,720767.3115589526,5159256249.915062,REBALANCE_OUT_random
2023-07-17,SELL,HM-B.ST,178.75999450683594,5859596,722748.3306528716,6205994850.356687,REBALANCE_OUT_random
2023-07-17,SELL,SWED-A.ST,188.60000610351562,6284228,817791.7530175598,7390382497.759553,REBALANCE_OUT_random
2023-07-17,BUY,BEIJ-B.ST,131.18460083007812,8047963,728480.4814186642,6333885203.627896,REBALANCE_IN_random
2023-07-17,BUY,CLAS-B.ST,75.85518646240234,13918216,728480.5202337542,5277387853.2036705,REBALANCE_IN_random
2023-07-17,BUY,HEXA-B.ST,117.4478988647461,8989253,728480.5252773946,4220890495.464778,REBALANCE_IN_random
2023-07-17,BUY,MEKO.ST,99.1698226928711,10646070,728480.5232503669,3164393140.665633,REBALANCE_IN_random
2023-07-17,BUY,NEWA-B.ST,85.99050903320312,12277737,728480.5095399966,2107895805.750301,REBALANCE_IN_random
2023-07-17,BUY,SOBI.ST,196.57432556152344,5370838,728480.511709639,1051398467.6883898,REBALANCE_IN_random
2023-07-17,BUY,VOLV-B.ST,209.5920867919922,5012944,724964.6418126635,109.11518061161041,REBALANCE_IN_random
2023-07-21,SELL,HEXA-B.ST,111.30000305175781,8989253,690347.6815697859,999813647.7666339,STOP_LOSS_random
2023-07-24,SELL,NEWA-B.ST,91.19999694824219,12277737,772613.4080826109,2118770611.2898712,REBALANCE_OUT_random
2023-07-24,SELL,CEVI.ST,229.0,5708132,901941.9373199999,3425030897.3525515,REBALANCE_OUT_random
2023-07-24,SELL,SOBI.ST,199.05776977539062,5370838,737683.8535323944,4493400247.603938,REBALANCE_OUT_random
2023-07-24,SELL,MEKO.ST,107.19999694824219,10646070,787468.4833424331,5633871450.631369,REBALANCE_OUT_random
2023-07-24,SELL,SHB-B.ST,112.19999694824219,9837944,761633.9278761145,6736927103.480471,REBALANCE_OUT_random
2023-07-24,SELL,CLAS-B.ST,83.0,13918216,797096.23032,7891341935.250151,REBALANCE_OUT_random
2023-07-24,BUY,G5EN.ST,175.45330810546875,6425268,777860.8229843042,6763229548.362957,REBALANCE_IN_random
2023-07-24,BUY,HM-B.ST,162.26263427734375,6947591,777860.7481036797,5635117270.073288,REBALANCE_IN_random
2023-07-24,BUY,HPOL-B.ST,99.7027587890625,11306954,777860.8100377074,4507004901.962225,REBALANCE_IN_random
2023-07-24,BUY,NIBE-B.ST,91.85816955566406,12272556,777860.8256512737,3378892511.2071915,REBALANCE_IN_random
2023-07-24,BUY,SAVE.ST,143.93223571777344,7832398,777860.8430682778,2250780095.192706,REBALANCE_IN_random
2023-07-24,BUY,SKA-B.ST,156.10951232910156,7221434,777860.8326391872,1122667694.3032737,REBALANCE_IN_random
2023-07-31,SELL,BEIJ-B.ST,142.60000610351562,8047963,791871.3053153988,2269515395.918826,REBALANCE_OUT_random
2023-07-31,SELL,VOLV-B.ST,233.35000610351562,5012944,807141.6539676415,3438478767.2614403,REBALANCE_OUT_random
2023-07-31,SELL,SAVE.ST,155.0,7832398,837674.9661,4651662782.295341,REBALANCE_OUT_random
2023-07-31,SELL,SKA-B.ST,168.0,7221434,837108.62928,5864026585.66606,REBALANCE_OUT_random
2023-07-31,SELL,HPOL-B.ST,115.0,11306954,897206.7999,7163429088.86616,REBALANCE_OUT_random
2023-07-31,SELL,NIBE-B.ST,95.37999725341797,12272556,807683.8867249686,8333177762.551853,REBALANCE_OUT_random
2023-07-31,BUY,CEVI.ST,214.58938598632812,5547590,821413.2129446869,7141902417.535014,REBALANCE_IN_random
2023-07-31,BUY,CLAS-B.ST,81.92168426513672,14531609,821413.1802100692,5950627119.992385,REBALANCE_IN_random
2023-07-31,BUY,ELUX-B.ST,130.0,9157338,821413.2185999999,4759351766.773785,REBALANCE_IN_random
2023-07-31,BUY,EMBRAC-B.ST,181.52999877929688,6557891,821413.2222050857,3568076408.3268175,REBALANCE_IN_random
2023-07-31,BUY,LUND-B.ST,455.4376220703125,2613868,821413.1401647216,2376801168.8609695,REBALANCE_IN_random
2023-07-31,BUY,NEWA-B.ST,87.50250244140625,13604799,821413.2308215154,1185525797.9178066,REBALANCE_IN_random
2023-08-03,SELL,HM-B.ST,167.27999877929688,6947591,801913.1796593472,2346916898.737201,STOP_LOSS_random
2023-08-07,SELL,LUND-B.ST,455.8999938964844,2613868,822247.0596198889,3537757056.923797,REBALANCE_OUT_random
2023-08-07,SELL,ELUX-B.ST,125.55000305175781,9157338,793295.6315537246,4686667575.138222,REBALANCE_OUT_random
2023-08-07,SELL,PCELL.ST,88.86000061035156,11638214,713578.4751689474,5720125699.806455,REBALANCE_OUT_random
2023-08-07,SELL,G5EN.ST,196.39999389648438,6425268,870726.5912284607,6981177569.198503,REBALANCE_OUT_random
2023-08-07,SELL,CLAS-B.ST,86.44999694824219,14531609,866817.7120551036,8236568305.189496,REBALANCE_OUT_random
2023-08-07,SELL,CEVI.ST,204.5,5547590,782792.68695,9370267667.502546,STOP_LOSS_random
2023-08-07,BUY,EQT.ST,235.37530517578125,5687128,923640.547115874,8030734538.3817005,REBALANCE_IN_random
2023-08-07,BUY,HM-B.ST,153.03985595703125,8746804,923640.6407286255,6691201273.496587,REBALANCE_IN_random
2023-08-07,BUY,MEKO.ST,102.16362762451172,13102605,923640.664110435,5351667974.701411,REBALANCE_IN_random
2023-08-07,BUY,SKA-B.ST,152.0516815185547,8803649,923640.6474249082,4012134700.104844,REBALANCE_IN_random
2023-08-07,BUY,SOBI.ST,193.3267364501953,6924079,923640.6212353989,2672601463.490277,REBALANCE_IN_random
2023-08-07,BUY,SWED-A.ST,165.0584716796875,8109911,923640.5654316174,1333068307.806559,REBALANCE_IN_random
2023-08-07,BUY,VOLV-B.ST,218.6614227294922,6092291,919182.8222420356,107.24223637580872,REBALANCE_IN_random
2023-08-08,SELL,EMBRAC-B.ST,171.0,6557891,773765.55909,1120625702.6831465,STOP_LOSS_random
2023-08-14,SELL,EQT.ST,237.8000030517578,5687128,933155.3484714587,2472091603.090412,REBALANCE_OUT_random
2023-08-14,SELL,NEWA-B.ST,91.01000213623047,13604799,854339.2223765604,3709410049.9210215,REBALANCE_OUT_random
2023-08-14,SELL,HM-B.ST,166.9199981689453,8746804,1007411.3902882452,5168419146.194857,REBALANCE_OUT_random
2023-08-14,SELL,SWED-A.ST,196.10000610351562,8109911,1097343.9816532882,6757675398.812172,REBALANCE_OUT_random
2023-08-14,BUY,HPOL-B.ST,99.7027587890625,11296369,777132.6159834778,5630619112.596945,REBALANCE_IN_random
2023-08-14,BUY,NIBE-B.ST,86.15879821777344,13072132,777132.6364522284,4503562796.696394,REBALANCE_IN_random
2023-08-14,BUY,NOTE.ST,168.4353790283203,6686714,777132.6528603433,3376506456.9995575,REBALANCE_IN_random
2023-08-14,BUY,PCELL.ST,83.69999694824219,13456144,777132.6560972241,2249450112.6083527,REBALANCE_IN_random
2023-08-14,BUY,SAVE.ST,144.67897033691406,7784678,777132.646236655,1122393782.5176885,REBALANCE_IN_random
2023-08-14,BUY,SHB-B.ST,103.9823226928711,10786639,773917.6463159607,87.60186409950256,REBALANCE_IN_random
2023-08-17,SELL,PCELL.ST,78.4000015258789,13456144,727923.5799913879,1054233874.154319,STOP_LOSS_random
2023-08-18,SELL,NIBE-B.ST,78.5,13072132,708052.02978,2079688184.124539,STOP_LOSS_random
2023-08-18,SELL,NOTE.ST,166.0,6686714,765896.22156,3188916811.902979,STOP_LOSS_random
2023-08-21,SELL,SOBI.ST,194.4729461669922,6924079,929116.7694098707,4534533737.75657,REBALANCE_OUT_random
2023-08-21,SELL,SAVE.ST,147.60000610351562,7784678,792822.7790165936,5682759435.291457,REBALANCE_OUT_random
2023-08-21,SELL,SKA-B.ST,155.5,8803649,944587.519455,7050782267.272002,REBALANCE_OUT_random
2023-08-21,SELL,HPOL-B.ST,103.69999694824219,11296369,808289.0672700901,8221407409.03095,REBALANCE_OUT_random
2023-08-21,SELL,MEKO.ST,103.19999694824219,13102605,933010.2692496757,9572663194.775723,REBALANCE_OUT_random
2023-08-21,BUY,ELAN-B.ST,91.91650390625,13018150,825642.1563757324,7177846731.9235115,REBALANCE_IN_random
2023-08-21,BUY,EQT.ST,216.84181213378906,5518229,825642.1155291664,5980438313.678756,REBALANCE_IN_random
2023-08-21,BUY,G5EN.ST,158.57603454589844,7545799,825642.18920128,4783029788.5891485,REBALANCE_IN_random
2023-08-21,BUY,NIBE-B.ST,76.25367736816406,15692133,825642.1644302211,3585621299.424398,REBALANCE_IN_random
2023-08-21,BUY,PCELL.ST,76.81999969482422,15576450,825642.1901300468,2388212772.9878235,REBALANCE_IN_random
2023-08-21,BUY,RATO-B.ST,29.6503849029541,40356403,825642.1887516248,1190804248.5503402,REBALANCE_IN_random
2023-08-21,BUY,SINT.ST,86.97242736816406,13682303,821088.3416887322,56.31193828582764,REBALANCE_IN_random
2023-08-24,SELL,SHB-B.ST,107.0,10786639,796377.5573699999,1153374051.7545683,STOP_LOSS_random
2023-08-24,SELL,EQT.ST,211.0,5518229,803398.96011,2316916971.7944584,STOP_LOSS_random
2023-08-25,SELL,VOLV-B.ST,217.1999969482422,6092291,913039.4547593843,3639249518.947502,STOP_LOSS_random
2023-08-25,SELL,PCELL.ST,70.9000015258789,15576450,762015.5268497658,4742857832.188429,STOP_LOSS_random
2023-08-28,SELL,G5EN.ST,170.0,7545799,885122.2226999999,6024758539.965729,REBALANCE_OUT_random
2023-08-28,SELL,SINT.ST,94.5999984741211,13682303,893098.631616499,7318211284.256575,REBALANCE_OUT_random
